Fecha ;PM10;CO;OZONO;NO;NO2;NOX;Vel Viento;Dir Viento;Temperatura;HR;Precipitacion;Presion Baro;PM2.5
26/08/2024 3:00;0;0,2;29,9;0;4,3;4,3;0;0;12,8;66;0;566;5
26/08/2024 4:00;0;0,2;25,5;0,4;7,5;7,9;0;0;12,8;68;0;565;8
26/08/2024 5:00;0;0,3;27,4;11,4;15,7;27,1;0;0;12,6;68;0;566;4
26/08/2024 6:00;0;0,5;17,1;57;38,5;95,2;0;0;12,6;63;0;566;5
26/08/2024 7:00;0;0,5;25,1;8,4;17;25,4;0;0;13,5;57;0;566;13
26/08/2024 8:00;0;0,6;31,1;5,1;15,9;21;0;0;15,8;49;0;566;11
26/08/2024 9:00;0;0,6;37,1;6,1;16,7;22,9;0;0;16,5;47;0;567;12
26/08/2024 10:00;0;0,4;45,5;2,4;7,6;10;0;0;17,3;46;0;566;23
26/08/2024 11:00;20,4;0,5;49,3;3,1;8,7;11,8;0;0;19;42;0;566;20
26/08/2024 12:00;23;0,4;46,5;2,3;4,6;6,9;0;0;19,3;38;0;566;23
26/08/2024 13:00;22,2;0,4;46,9;2,6;7,2;9,7;0;0;19;40;0;566;0
26/08/2024 14:00;25,4;0,4;50,8;2;7,8;9,8;0;0;17,9;45;0;566;18
26/08/2024 15:00;25;0,5;51,8;2,9;8,6;11,5;0;0;20,3;40;0;565;25
26/08/2024 16:00;26;0,4;47,7;2,6;6,6;9,2;0;0;18,3;45;0;565;26
26/08/2024 17:00;19,4;0,4;44,1;3,5;7,1;10,6;0;0;18,4;44;0;565;14
26/08/2024 18:00;26,6;0,5;41,1;3,8;10,4;14,2;0;0;16,4;49;0;565;19
26/08/2024 19:00;30,6;0,7;32,4;4,9;16,9;21,7;0;0;14,2;55;0;565;22
26/08/2024 20:00;24,7;0,9;25,6;10,2;24,1;34,1;0;0;13,3;60;0;566;22
26/08/2024 21:00;25,6;0,5;30,4;1,3;17,2;18,5;0;0;12,9;59;0;566;25,6
26/08/2024 22:00;27,1;0,5;24;1,7;20,2;21,9;0;0;12,2;62;0;567;21
26/08/2024 23:00;24,8;0,6;20,4;1;19,1;20,1;0;0;12;63;0;567;18
45531;30,8;0,5;23,5;0,4;17,2;17,6;0;0;12,2;62;0;567;19
27/08/2024 1:00;26,6;0,4;14,1;3,4;22,6;26;0;0;12,6;63;0;566;23
27/08/2024 2:00;0;0,4;11,8;1,9;22,8;24,6;0;0;12,1;68;0;566;27
27/08/2024 3:00;27;0,3;10,7;2,7;21,8;24,5;0;0;11;71;0;565;19
27/08/2024 4:00;36,4;0,4;2,8;9,6;27,7;37,3;0;0;10,6;74;0;565;28
27/08/2024 5:00;34,6;0,4;2,7;9,2;27,6;36,8;0;0;10,4;75;0;565;27
27/08/2024 6:00;31;0,8;0,8;74,1;35,9;109,9;0;0;9,9;76;0;566;31
27/08/2024 7:00;52,3;1;3;70,9;32,2;103,1;0;0;11,7;71;0;566;39
27/08/2024 8:00;48,8;0,7;19,2;20,5;21,6;42,1;0;0;16,5;55;0;566;41
27/08/2024 9:00;47,5;0,8;19,9;20,3;27,6;47,9;0;0;17,8;49;0;567;17
27/08/2024 10:00;43,1;0,7;23,7;17,8;28,4;46,1;0;0;17,8;48;0;567;30
27/08/2024 11:00;39,7;0,4;33,6;8,3;13,1;21,4;0;0;19,5;42;0;566;23
27/08/2024 12:00;38,8;0,3;37,2;4,4;8;12,5;0;0;20,1;40;0;566;18
27/08/2024 13:00;28,6;0,3;37,4;4,2;6,9;11,1;0;0;19;43;0;566;7
27/08/2024 14:00;21,2;0,3;37,2;3,4;7,1;10,5;0;0;19,6;43;0;565;6
27/08/2024 15:00;19,6;0,3;35,3;3,7;8,3;12;0;0;18,7;44;0;565;8
27/08/2024 16:00;21,4;0,3;34;3,7;9,8;13,5;0;0;18,7;45;0;564;6
27/08/2024 17:00;22,5;0,4;32,9;6,3;13,5;19,9;0;0;17,5;46;0;565;9
27/08/2024 18:00;23;0,6;24,3;16,3;21,1;37,3;0;0;16,7;48;0;565;6
27/08/2024 19:00;29,7;0,7;21,1;11;20,8;31,8;0;0;15,2;56;0;565;11
27/08/2024 20:00;30,6;0,6;21,1;8,1;18,5;26,6;0;0;14,3;61;0;566;14
27/08/2024 21:00;29,1;0,5;15,7;4,7;22,9;27,7;0;0;13,2;62;0;566;12
27/08/2024 22:00;22,4;0,6;14,7;6,2;21,4;27,6;0;0;12,5;64;0;567;14
27/08/2024 23:00;22;0,4;24;3,1;15,2;18,3;0;0;12,8;65;0;567;16
45532;20,5;0,3;26;0,3;10,5;10,8;0;0;12,6;67;0;567;11
28/08/2024 1:00;15,8;0,4;13;0,7;19,1;19,8;0;0;12,6;68;0;566;9
28/08/2024 2:00;16,5;0,3;12,6;1,1;18,2;19,3;0;0;12;72;0;566;15
28/08/2024 3:00;18,6;0,3;7,5;1,4;20,3;21,6;0;0;11,5;75;0;565;12
28/08/2024 4:00;19,6;0,3;9,1;0,5;17,5;18,1;0;0;10,6;76;0;565;15
28/08/2024 5:00;0;0,4;4,4;10,8;21,9;32,7;0;0;11,4;75;0;565;23
28/08/2024 6:00;22,2;0,5;1,2;21,8;25,7;47,6;0;0;11,8;73;0;566;15
28/08/2024 7:00;21,3;0,9;1,8;47,7;27,8;75,5;0;0;12,3;71;0;566;21
28/08/2024 8:00;25,1;1;11,4;35,2;23,9;59,3;0;0;14;65;0;566;23
28/08/2024 9:00;37,9;0,7;22,9;14,1;18,5;32,5;0;0;17,2;54;0;567;18
28/08/2024 10:00;0;0;0;0;0;0;0;0;16,9;55;0;567;0
28/08/2024 11:00;0;0;0;0;0;0;0;0;19,2;45;0;566;0
28/08/2024 12:00;40,5;0,3;35,1;4,6;6,3;10,9;0;0;20,5;42;0;566;35
28/08/2024 13:00;35,1;0,2;35,3;2,5;4,4;6,9;0;0;21,5;40;0;565;3
28/08/2024 14:00;25,9;0,3;32,4;3,4;6,4;9,8;0;0;19,7;46;0;565;6
28/08/2024 15:00;18,9;0,3;30,1;6,6;7,2;13,9;0;0;20;45;0;564;7
28/08/2024 16:00;18,9;0,4;29,6;8,6;9;17,6;0;0;20,6;45;0;564;4
28/08/2024 17:00;19,5;0,3;29,8;5,2;8;13,2;0;0;20,4;44;0;564;4
28/08/2024 18:00;16,7;0,4;26,9;4,4;12,2;16,4;0;0;17,7;50;0;564;6
28/08/2024 19:00;19,8;0,5;21,8;4,9;14,9;19,9;0;0;16,3;54;0;565;14
28/08/2024 20:00;17,7;0,7;13,1;8,2;18,4;26,5;0;0;14,3;67;0;565;11
28/08/2024 21:00;17,8;0,6;15,3;6,5;17,3;24;0;0;14;66;0;566;10
28/08/2024 22:00;19,1;0,3;24,5;1,9;9,5;11,4;0;0;14,2;63;0;566;7
28/08/2024 23:00;14,1;0,2;29,5;1;7,3;8,4;0;0;14;62;0;566;8
45533;13,2;0,3;21,2;1,4;12,3;13,7;0;0;12,9;66;0;565;4
29/08/2024 1:00;11,6;0,2;23,7;0,8;8,5;9,3;0;0;12,3;68;0;565;1
29/08/2024 2:00;8,8;0,2;28,7;0,5;7,3;7,7;0;0;12,8;64;0;565;2
29/08/2024 3:00;7,2;0,1;35,1;0;2,8;2,8;0;0;12,8;63;0;565;5
29/08/2024 4:00;5,9;0,2;33,9;0,3;3,4;3,7;0;0;12,7;64;0;565;0
29/08/2024 5:00;5,7;0,3;31,9;1,2;4,8;6;0;0;12,9;63;0;565;0
29/08/2024 6:00;6,1;0,4;20,6;29,4;21,9;50,8;0;0;13;62;0;565;1
29/08/2024 7:00;0;0,4;24,2;5;16,7;21,7;0;0;14,4;57;0;566;18
29/08/2024 8:00;14,8;0,5;30,5;7,2;12,9;20;0;0;16,1;50;0;566;13
29/08/2024 9:00;15,5;0,4;34,7;8;12,4;20,4;0;0;16,6;48;0;566;10
29/08/2024 10:00;18,3;0,3;41,7;4,4;8,2;12,6;0;0;20,2;39;0;566;7
29/08/2024 11:00;20,8;0,3;42;3,6;7,7;11,4;0;0;20,9;37;0;566;14
29/08/2024 12:00;30,6;0,3;41,7;3,4;7,5;10,9;0;0;21,2;35;0;566;12
29/08/2024 13:00;30,6;0,3;41,2;3,4;5,7;9,1;0;0;21,9;34;0;565;10
29/08/2024 14:00;25,7;0,3;44,3;3,1;6,2;9,3;0;0;22,1;32;0;565;24
29/08/2024 15:00;25,4;0,2;43,8;3;6,4;9,3;0;0;21,3;34;0;565;8
29/08/2024 16:00;20,7;0,3;40,5;3,6;8,2;11,8;0;0;20,7;38;0;564;5
29/08/2024 17:00;20,8;0,3;35,3;3,1;9,7;12,8;0;0;18,1;46;0;564;7
29/08/2024 18:00;19,1;0,4;31,2;4,9;14,5;19,4;0;0;15,4;48;0;565;11
29/08/2024 19:00;19,7;0,4;33,9;2,5;16,2;18,7;0;0;14,7;42;0;565;7
29/08/2024 20:00;22,9;0,4;29,9;2,6;20,3;22,9;0;0;14;42;0;566;8
29/08/2024 21:00;19,1;0,5;29,3;2,4;17,9;20,3;0;0;13;49;0;566;18
29/08/2024 22:00;21,6;0,8;13,9;6,3;32,2;38,5;0;0;12,4;51;0;566;13
29/08/2024 23:00;24,8;1;2,9;18,4;39,9;58,3;0;0;12,2;56;0;567;22
45534;30,9;1;1,1;30,2;41,3;71,5;0;0;11,3;60;0;567;26
30/08/2024 1:00;32;0,4;32,8;3,3;14,3;17,6;0;0;11,9;58;0;566;24
30/08/2024 2:00;33;0,4;43,3;0,4;3,6;4;0;0;12;59;0;566;23
30/08/2024 3:00;31,8;0,3;42,7;0,3;3,6;3,9;0;0;12;59;0;565;18
30/08/2024 4:00;25;0,3;32,6;0,4;10,1;10,5;0;0;12;58;0;565;16
30/08/2024 5:00;22,2;0,4;11,1;9,9;26,8;36,8;0;0;11,6;62;0;565;21
30/08/2024 6:00;28;0,5;15;17,6;26,1;43,6;0;0;11;63;0;565;28
30/08/2024 7:00;31,2;1,8;2,9;105,3;43,9;149,3;0;0;12,1;60;0;566;25
30/08/2024 8:00;53,3;1,5;6,6;53,6;40,5;93,9;0;0;13,6;56;0;566;49
30/08/2024 9:00;57,9;1,2;21,2;32,8;36;68,8;0;0;18,2;42;0;566;37
30/08/2024 10:00;53,6;0,4;49,2;3,7;9;12,7;0;0;21;30;0;566;35
30/08/2024 11:00;43,7;0,4;49,6;4,1;9,4;13,5;0;0;22,4;25;0;566;0
30/08/2024 12:00;55,7;0,3;53,6;3,2;7,9;11,1;0;0;22,6;18;0;565;0
30/08/2024 13:00;49;0,3;53,1;3,9;8,6;12,5;0;0;23,6;14;0;565;0
30/08/2024 14:00;40,8;0,3;51,7;3,2;7,6;10,8;0;0;23,5;14;0;565;0
30/08/2024 15:00;39,2;0,2;49,8;3;6,9;10;0;0;22,5;17;0;564;0
30/08/2024 16:00;28,9;0,2;47,4;2,5;6,8;9,3;0;0;22,6;21;0;564;0
30/08/2024 17:00;26,9;0,6;39,8;8,5;20,9;29,7;0;0;20,3;40;0;564;0
30/08/2024 18:00;37,7;0,8;28,9;9,7;32,3;42;0;0;18,8;44;0;564;0
30/08/2024 19:00;54,3;0,9;23,4;7,9;35,2;43,1;0;0;16,6;53;0;564;0
30/08/2024 20:00;54,5;1;18,3;9,1;36;45,1;0;0;15,9;56;0;565;0
30/08/2024 21:00;56,1;0,7;18,8;4,7;26,2;30,9;0;0;14,4;55;0;566;0
30/08/2024 22:00;42,7;0,9;6,3;18,6;35,7;54,3;0;0;13,4;57;0;566;0
30/08/2024 23:00;39,4;1,1;3,8;31,2;37;68,2;0;0;13,3;57;0;566;0
45535;37;1,1;1,3;31,7;37,8;69,5;0;0;13;59;0;566;0
31/08/2024 1:00;39,6;0,8;1;21,4;35,6;56,9;0;0;12,1;63;0;566;0
31/08/2024 2:00;40,5;0,7;2,7;17,6;34,1;51,7;0;0;11,7;64;0;565;0
31/08/2024 3:00;43,7;0,6;1,8;12,2;33,6;45,8;0;0;10,5;68;0;565;0
31/08/2024 4:00;34,5;0,6;0,8;18,3;32,4;50,6;0;0;9,9;71;0;565;0
31/08/2024 5:00;42;0,6;0,7;23,7;30,6;54,3;0;0;9,4;74;0;565;0
31/08/2024 6:00;34,5;0,6;1;24;29,2;53,2;0;0;9,5;75;0;565;0
31/08/2024 7:00;45,3;1;2,8;56,2;30,8;86,9;0;0;12;68;0;565;0
31/08/2024 8:00;49,9;1,1;9,7;49;33,2;82,1;0;0;16,8;52;0;566;0
31/08/2024 9:00;64,5;0,9;24,6;27,8;36,5;64,2;0;0;19,9;43;0;566;0
31/08/2024 10:00;55,2;0,8;36,3;17,6;36,5;54,1;0;0;20,1;36;0;566;0
31/08/2024 11:00;53,2;0,4;52,1;5,3;16,6;22;0;0;22,8;19;0;566;0
31/08/2024 12:00;50,2;0,3;53,2;2,5;8,7;11,2;0;0;22,2;18;0;565;0
31/08/2024 13:00;42,1;0,3;53,3;2,7;6,6;9,3;0;0;23,9;19;0;565;0
31/08/2024 14:00;39;0,6;66,9;2,9;17,6;20,5;0;0;21,9;34;0;564;0
31/08/2024 15:00;41,7;0,6;59,3;3,7;18,7;22,4;0;0;19,7;45;0;564;0
31/08/2024 16:00;41,4;0,6;55,4;3,8;19,5;23,3;0;0;19,3;46;0;563;0
31/08/2024 17:00;42,7;0,6;53,6;4,3;18,1;22,4;0;0;19,2;45;0;563;0
31/08/2024 18:00;52,5;0,7;48,7;3,3;22,2;25,5;0;0;18,2;49;0;564;0
31/08/2024 19:00;50,6;0,8;43,5;3,6;26;29,6;0;0;16,4;55;0;564;0
31/08/2024 20:00;49,7;0,9;37,8;3,4;30,3;33,7;0;0;15,6;59;0;565;0
31/08/2024 21:00;52,6;0,9;30,4;3,3;35,6;38,9;0;0;15,1;62;0;565;0
31/08/2024 22:00;52,6;0,9;29;2,8;32,6;35,3;0;0;14,6;63;0;565;0
31/08/2024 23:00;59,9;0,9;26,1;1;36,6;37,6;0;0;14,4;63;0;565;0
45536;59,2;1;15,7;2,3;41;43,3;0;0;13,9;65;0;566;0
1/09/2024 1:00;52,8;0,8;17,1;4,9;35,2;40,1;0;0;14,7;61;0;565;0
1/09/2024 2:00;54,5;0,6;34,3;1,3;20,7;22;0;0;14,4;60;0;565;0
1/09/2024 3:00;54,2;0,6;30,4;1,6;23,9;25,4;0;0;13,7;63;0;565;0
1/09/2024 4:00;54,4;0,5;39,9;0,8;17,2;18;0;0;13,4;66;0;565;0
1/09/2024 5:00;55,7;0,4;45,5;0,4;11,6;12;0;0;13,2;67;0;565;0
1/09/2024 6:00;49,3;0,6;26,7;1,8;22;23,8;0;0;13,3;67;0;565;0
1/09/2024 7:00;52,9;0,7;22,1;4,6;27,3;31,9;0;0;13,6;67;0;565;0
1/09/2024 8:00;53,6;0,7;17,6;5,9;31,5;37,4;0;0;14;66;0;566;0
1/09/2024 9:00;62,9;0,6;30,1;8,2;23,8;31,9;0;0;16,4;59;0;566;0
1/09/2024 10:00;65,6;0,6;36,8;6,6;22,4;29;0;0;18,5;52;0;566;0
1/09/2024 11:00;62,3;0,5;48,2;3,7;15,2;18,9;0;0;19,4;47;0;566;0
1/09/2024 12:00;60,4;0,3;44,3;1,2;4,3;5,5;0;0;20,2;43;0;565;0
1/09/2024 13:00;48,4;0,3;46,5;1,3;4;5,2;0;0;22,2;36;0;565;0
1/09/2024 14:00;46,8;0,3;45,7;1,3;4,3;5,5;0;0;22;36;0;564;0
1/09/2024 15:00;33,3;0,3;44,1;1,9;5,9;7,8;0;0;22,6;35;0;563;0
1/09/2024 16:00;24,3;0,3;44,7;1,7;6,1;7,8;0;0;21,3;38;0;563;0
1/09/2024 17:00;18,3;0,4;42,7;1,5;5,4;6,9;0;0;19,8;45;0;563;0
1/09/2024 18:00;18;0,4;37,3;2;9,1;11,1;0;0;19,5;40;0;564;0
1/09/2024 19:00;26,6;0,3;37,3;0,2;8,5;8,7;0;0;16,9;42;0;564;0
1/09/2024 20:00;18,4;0,7;12,7;4,3;25,2;29,5;0;0;15,9;53;0;565;0
1/09/2024 21:00;13,2;0,7;14,3;5,6;25,8;31,4;0;0;15,5;53;0;565;0
1/09/2024 22:00;12,6;0,7;14,3;4,6;26,4;31,1;0;0;15,2;54;0;566;0
1/09/2024 23:00;13,3;0,8;18,6;2,8;28,6;31,5;0;0;15,1;61;0;566;0
45537;34;0,5;28;0,6;15,3;15,9;0;0;14,8;56;0;566;0
2/09/2024 1:00;28,8;0,5;16;1;20,6;21,6;0;0;14,6;59;0;565;0
2/09/2024 2:00;24,9;0,5;8,7;2,1;24,9;27;0;0;13,9;63;0;565;0
2/09/2024 3:00;25,3;0,4;24,6;0,6;16,5;17,1;0;0;13,9;61;0;565;0
2/09/2024 4:00;22,7;0,3;44;0,3;4,4;4,7;0;0;13,4;59;0;564;0
2/09/2024 5:00;26,1;0,5;20,6;12,4;24,6;37,2;0;0;11,9;65;0;564;0
2/09/2024 6:00;30,4;1,2;2,7;158,6;59,9;218,7;0;0;11,3;68;0;565;0
2/09/2024 7:00;69,7;1,1;4,3;39,7;36,4;76;0;0;14,5;58;0;565;0
2/09/2024 8:00;70,3;1,1;15,2;31,7;36,7;68,4;0;0;18,8;47;0;566;0
2/09/2024 9:00;63,6;1;31,7;20,2;31,6;52;0;0;18,6;47;0;566;0
2/09/2024 10:00;56;0,5;56,3;1,5;7,1;8,6;0;0;18;45;0;566;40
2/09/2024 11:00;49,3;0,5;57,6;2,2;8,5;10,6;0;0;20,3;40;0;566;30
2/09/2024 12:00;51,4;0,5;56,4;1,7;5,8;7,5;0;0;21,7;38;0;565;32
2/09/2024 13:00;47,4;0,5;53,2;1,9;7,5;9,4;0;0;20,4;41;0;565;27
2/09/2024 14:00;35,4;0,4;48,3;1,7;6,3;8;0;0;22,2;35;0;564;20
2/09/2024 15:00;36,4;0,4;40,8;5,8;10;15,8;0;0;20,3;39;0;564;14
2/09/2024 16:00;36,3;0,4;39,1;4,1;9,8;14;0;0;19,9;39;0;563;13
2/09/2024 17:00;39,5;0,4;37;2,5;10,1;12,5;0;0;20,2;38;0;563;10
2/09/2024 18:00;28,4;0,6;27,6;2,8;16,2;19;0;0;18,1;46;0;563;5
2/09/2024 19:00;24;1,1;24,8;5,2;31,4;36,7;0;0;15,9;64;0;564;8
2/09/2024 20:00;0;1,1;20,7;5,7;28,8;34,4;0;0;15;67;0;564;50
2/09/2024 21:00;50,9;0,8;13,4;5,1;27,1;32,1;0;0;14,4;61;0;565;38
2/09/2024 22:00;36,9;0,4;26,5;0,4;12,9;13,3;0;0;13,8;60;0;565;22
2/09/2024 23:00;27,3;0,4;24;0,9;14,5;15,4;0;0;13,5;60;0;565;10
45538;25,1;0,3;28,3;1,5;9,7;11,2;0;0;13,5;60;0;565;12
3/09/2024 1:00;24,9;0,5;16,8;1,1;16,8;17,9;0;0;12,1;66;0;565;10
3/09/2024 2:00;18,9;0,3;32,9;0,5;8;8,5;0;0;12,1;62;0;565;9
3/09/2024 3:00;16,1;0,3;38,7;1,2;11,8;13;0;0;12,2;53;0;565;11
3/09/2024 4:00;19;0,3;53,2;0,3;7,4;7,7;0;0;12;49;0;564;19
3/09/2024 5:00;0;0,4;32,3;1,5;23;24,5;0;0;11,2;52;0;564;33
3/09/2024 6:00;0;0,7;16,3;9,7;41,7;51,3;0;0;11,1;53;0;565;34
3/09/2024 7:00;0;0,9;22,8;14,2;33,6;47,9;0;0;13;53;0;565;41
3/09/2024 8:00;39,7;1,1;28,5;16,7;35,1;51,8;0;0;15,9;45;0;565;38
3/09/2024 9:00;46,9;0;44,9;8,7;28,2;36,9;0;0;18,9;38;0;565;41
3/09/2024 10:00;55,2;1;0;0;0;0;0;0;21,7;33;0;565;50
3/09/2024 11:00;52,6;0,8;61,2;0;0;0;0;0;23,1;30;0;565;47
3/09/2024 12:00;53,2;0,5;63,1;2,3;9,4;11,7;0;0;24;28;0;564;41
3/09/2024 13:00;0;0,6;69,4;2,4;14,6;16,9;0;0;23,3;34;0;564;33
3/09/2024 14:00;39;0,7;68,9;2,7;17,3;20;0;0;22,8;38;0;563;36
3/09/2024 15:00;48,7;0,7;52,2;3;19,6;22,7;0;0;20,4;47;0;563;31
3/09/2024 16:00;63,6;0,7;53,7;4,2;16,6;20,8;0;0;20,6;48;0;562;32
3/09/2024 17:00;57,8;0,9;47,8;4,1;20,9;25;0;0;20,6;49;0;562;24
3/09/2024 18:00;53,5;0,9;42,5;2,9;21,4;24,3;0;0;17,7;57;0;563;31
3/09/2024 19:00;55,1;1;41,1;1,7;24;25,6;0;0;16,9;60;0;563;32
3/09/2024 20:00;51,8;0,9;43;0,9;22,6;23,6;0;0;15,9;63;0;564;36
3/09/2024 21:00;48;1;37,9;1,1;25,9;26,9;0;0;15,8;63;0;565;42
3/09/2024 22:00;51,3;1,3;13,3;50,3;45,7;95,7;0;0;15,4;61;0;565;35
3/09/2024 23:00;82,2;0,9;19,7;2,8;27,1;29,9;0;0;15,1;60;0;565;78
45539;78,4;0,9;16,8;1,8;27,7;29,5;0;0;14,3;62;0;565;47
4/09/2024 1:00;71,5;0,7;23,5;1,2;22;23,2;0;0;13,9;64;0;565;46
4/09/2024 2:00;62,9;0,5;29,9;1;15;16;0;0;13,6;66;0;564;47
4/09/2024 3:00;60,7;0,5;31,9;0,6;13,4;14;0;0;13,5;66;0;564;52
4/09/2024 4:00;54,6;0,5;35,6;0,5;9;9,5;0;0;13,5;66;0;564;48
4/09/2024 5:00;54,1;0,5;23,9;1,7;17;18,7;0;0;13,1;68;0;564;43
4/09/2024 6:00;62,6;0,7;14,9;4,2;26,7;30,9;0;0;12,9;68;0;565;49
4/09/2024 7:00;58;0,9;12,8;10,6;29,4;40;0;0;13,9;65;0;565;58
4/09/2024 8:00;62,4;1;24,9;12,1;22,8;34,8;0;0;17,8;54;0;565;59
4/09/2024 9:00;53,6;0,7;44,3;7,3;19;26,3;0;0;20,5;47;0;565;51
4/09/2024 10:00;58,6;0,8;54,8;5,5;22,3;27,8;0;0;22,3;42;0;565;50
4/09/2024 11:00;59,9;0,6;52;3,6;17,5;21,2;0;0;23,2;38;0;565;51
4/09/2024 12:00;55,4;0,3;39;1,6;4;5,6;0;0;24,1;35;0;564;35
4/09/2024 13:00;41,4;0,3;38,7;1,5;3,6;5,1;0;0;25;34;0;564;26
4/09/2024 14:00;31,3;0,3;36,2;2,6;4,6;7,2;0;0;23,8;35;0;563;17
4/09/2024 15:00;31,8;0,3;36,6;1,7;4,1;5,8;0;0;23,8;36;0;563;22
4/09/2024 16:00;36,7;0,4;36;1,2;5,5;6,7;0;0;21,4;42;0;563;18
4/09/2024 17:00;28,7;0,4;35,2;1,9;4,9;6,8;0;0;22,5;37;0;563;19
4/09/2024 18:00;24,2;0,4;32,6;2,2;6,4;8,6;0;0;21;41;0;563;18
4/09/2024 19:00;20,3;0,4;35;1,6;6,3;7,9;0;0;17,7;54;0;563;16
4/09/2024 20:00;23,2;0,5;28,5;0,8;9,7;10,5;0;0;16,9;55;0;564;18
4/09/2024 21:00;22;0,6;24,7;2,6;11,4;14;0;0;15,7;61;0;564;22
4/09/2024 22:00;18,1;0,4;32,1;1,7;6,2;7,9;0;0;15,8;61;0;565;16
4/09/2024 23:00;16;0,4;33,3;0,6;5,7;6,3;0;0;15,5;62;0;565;16
45540;17,8;0,3;31,5;0,6;5;5,5;0;0;15,2;63;0;565;14
5/09/2024 1:00;18,3;0,3;32,9;0,3;3;3,3;0;0;14,8;64;0;565;15
5/09/2024 2:00;14,4;0,3;31,8;0,2;3,4;3,6;0;0;14,6;65;0;564;14
5/09/2024 3:00;11;0,4;34,1;0,4;2,6;3,1;0;0;14,5;65;0;564;9
5/09/2024 4:00;14;0,4;32,4;0,3;2,5;2,8;0;0;14,3;66;0;564;14
5/09/2024 5:00;17;0,4;30,3;0,3;3,8;4,1;0;0;14,1;65;0;564;14
5/09/2024 6:00;14,3;0,5;25,2;3,1;8,9;12;0;0;14,1;64;0;564;9
5/09/2024 7:00;16;0,7;15,6;8,3;18,2;26,5;0;0;14,5;62;0;565;16
5/09/2024 8:00;16;0,4;29,4;3,4;7,9;11,3;0;0;18,3;50;0;565;16
5/09/2024 9:00;14,8;0,3;33,9;3;4,6;7,5;0;0;20,1;46;0;566;7
5/09/2024 10:00;11,8;0,3;34,5;2,1;3,2;5,4;0;0;21;43;0;565;6
5/09/2024 11:00;12;0,3;33;2,9;4;6,9;0;0;19,4;47;0;565;7
5/09/2024 12:00;14,7;0,2;34,5;2,4;3,1;5,5;0;0;21,4;41;0;565;6
5/09/2024 13:00;19,5;0,3;34,4;2,5;4;6,5;0;0;22,1;37;0;564;7
5/09/2024 14:00;22,8;0,3;32,8;2,8;5,2;8;0;0;22,3;35;0;564;9
5/09/2024 15:00;19,9;0,3;30,7;4,3;6;10,3;0;0;23,9;32;0;564;9
5/09/2024 16:00;32,9;0,3;31,1;3,6;5,5;9,1;0;0;22,1;36;0;563;5
5/09/2024 17:00;27,6;0,3;30,3;3;6,6;9,6;0;0;21;37;0;563;6
5/09/2024 18:00;19,8;0,3;27,6;1,9;7,6;9,6;0;0;18,8;42;0;563;7
5/09/2024 19:00;13,8;0,2;27,3;0,7;5,8;6,5;0;0;16,2;50;0;564;9
5/09/2024 20:00;14,9;0,3;25,3;0,3;5,6;5,9;0;0;15,1;56;0;565;11
5/09/2024 21:00;13;0,3;23;0,7;7;7,7;0;0;15,2;56;0;565;13
5/09/2024 22:00;11,6;0,4;20,1;2,7;9,8;12,5;0;0;15,6;56;0;565;8
5/09/2024 23:00;11;0,3;28,6;1,3;4,9;6,2;0;0;15,2;59;0;566;11
45541;7,5;0,2;35,3;0,2;2,5;2,7;0;0;15;59;0;565;7
6/09/2024 1:00;6,3;0,2;35,3;0,1;2,2;2,4;0;0;14,4;58;0;565;5
6/09/2024 2:00;6,5;0,3;32,6;0;2,9;2,8;0;0;13,5;61;0;564;5
6/09/2024 3:00;14;0,3;25,1;0;7,4;7,4;0;0;13;66;0;564;9
6/09/2024 4:00;11,8;0,3;24;0,2;8,3;8,5;0;0;12,9;66;0;564;10
6/09/2024 5:00;11,5;0,3;17,7;1,4;14,9;16,3;0;0;12,2;67;0;564;11
6/09/2024 6:00;16;0,5;21,1;3,4;18,4;21,8;0;0;13,4;60;0;564;16
6/09/2024 7:00;0;1,2;10,5;38,7;28,1;66,8;0;0;15;57;0;564;22
6/09/2024 8:00;27,4;1,5;4,9;51;33,9;84,8;0;0;15;59;0;565;27
6/09/2024 9:00;34,2;1;17,3;21,9;28;49,9;0;0;17,5;51;0;565;32
6/09/2024 10:00;45,7;0,7;25,2;75,9;33,7;109,8;0;0;20;42;0;565;26
6/09/2024 11:00;44,9;0,6;28,6;50,3;28,8;79,3;0;0;21,1;40;0;565;28
6/09/2024 12:00;40,9;0,5;36;3,6;8;11,6;0;0;20,3;45;0;565;15
6/09/2024 13:00;41,5;0,5;30,3;5,6;12,3;17,9;0;0;18,2;57;0,2;564;14
6/09/2024 14:00;42,7;0,3;36,1;3,7;6,2;9,9;0;0;19,9;46;0;564;7
6/09/2024 15:00;33,6;0,4;35,3;4,2;8,7;12,9;0;0;22;40;0;563;7
6/09/2024 16:00;24,4;0,4;35,5;3,6;7,2;10,8;0;0;21,1;40;0;562;10
6/09/2024 17:00;20,7;0,4;35,5;5,4;8,8;14,2;0;0;20,3;38;0;562;7
6/09/2024 18:00;16,1;0,7;25,3;11,5;16,1;27,6;0;0;17,9;44;0;563;5
6/09/2024 19:00;18,4;1,1;5,6;16,6;32,1;48,6;0;0;16;55;0;563;11
6/09/2024 20:00;22;1;4,5;13,5;32,8;46,3;0;0;14,7;59;0;564;22
6/09/2024 21:00;22;0,9;8,4;11,7;29;40,7;0;0;14,3;59;0;564;22
