Fecha ;PM10;PM2.5;So2;CO;OZONO;NO;NO2;NOX;Vel Viento;Dir Viento;Temperatura;HR;Precipitacion;Presion Baro
21/05/2024 19:00;21,6;4;0;0;3,2;15,4;10,6;25,9;0;0;16,3;60;0;564
21/05/2024 20:00;19,1;6;0;0;5,2;6,4;8,2;14,6;0;0;15,9;61;0;565
21/05/2024 21:00;15,4;4;0;0;2,5;8;9,8;17,8;0;0;15,8;63;0;565
21/05/2024 22:00;12,6;5;0;0;4,3;5,2;8,2;13,4;0;0;15,8;61;0;565
21/05/2024 23:00;10,4;8;0;0;0,4;19,9;13,7;33,7;0;0;15,6;64;0;566
45434;19,6;8;0;0;0,2;11,5;13,3;24,7;0;0;14,5;73;0,6;566
22/05/2024 1:00;14,9;7;0;0;0;18,5;13,7;32,2;0;0;13,4;80;0;565
22/05/2024 2:00;12,1;5;0;0;0,2;6,9;11,4;18,4;0;0;12,9;82;0;564
22/05/2024 3:00;17,5;4;0;0;0,2;5,7;10,4;16,1;0;0;12,7;82;0;564
22/05/2024 4:00;13,6;6;0;0;2,6;5,5;8,9;14,4;0;0;12,8;77;0;564
22/05/2024 5:00;10;3;0;0;3,4;9;9,5;18,5;0;0;13,4;74;0;565
22/05/2024 6:00;7,8;1;0;0;2,2;34,7;15,9;50,8;0;0;13,4;72;0;565
22/05/2024 7:00;9,6;6;0;0;2,1;25,8;13,3;39,1;0;0;14,8;68;0;565
22/05/2024 8:00;20,7;10;0;0;5,6;19,6;10,3;29,8;0;0;16,5;63;0;565
22/05/2024 9:00;20,5;12;0;0;8,3;15,6;8,7;24,3;0;0;18,3;56;0;566
22/05/2024 10:00;18,4;8;0;0;11,9;8,4;6;14,4;0;0;20,8;47;0;566
22/05/2024 11:00;29,1;5;0;0;13,1;5,9;5;10,9;0;0;22;43;0;566
22/05/2024 12:00;20,4;8;0;0;14,1;4,8;3,9;8,7;0;0;21,8;43;0;565
22/05/2024 13:00;14,4;6;0;0;13,3;5,1;3,7;8,8;0;0;21,7;45;0;565
22/05/2024 14:00;10,1;4;0;0;12,9;6,8;4,5;11,3;0;0;21,9;44;0;565
22/05/2024 15:00;8,2;2;0;0;12,5;7,4;5,9;13,3;0;0;21,4;44;0;564
22/05/2024 16:00;7;2;0;0;12,8;7,3;4,9;12,1;0;0;21,6;44;0;564
22/05/2024 17:00;19,5;4;0;0;10,9;12,5;8,2;20,7;0;0;21;45;0;564
22/05/2024 18:00;19,1;10;0;0;7;10,1;10;20;0;0;18,5;53;0;564
22/05/2024 19:00;14,1;10;0;0;3,9;21,2;15,2;36,4;0;0;17;55;0;565
22/05/2024 20:00;27;7;0;0;4,1;11,2;13,3;24,5;0;0;16,3;57;0;565
22/05/2024 21:00;19,1;7;0;0;2,7;14,3;13,5;27,8;0;0;15,7;60;0;566
22/05/2024 22:00;19;8;0;0;1,3;19,5;14,5;33,9;0;0;15,2;63;0;566
22/05/2024 23:00;14,4;12;0;0;0,3;13,4;14,7;28,2;0;0;14,8;67;0;566
45435;16,2;6;0;0;0,3;12,8;13,7;26,6;0;0;14,4;69;0;566
23/05/2024 1:00;12,5;8;0;0;0,3;14,5;13,1;27,6;0;0;14,1;70;0;566
23/05/2024 2:00;16,6;9;0;0;0,2;12,4;12,1;24,5;0;0;13,9;70;0;565
23/05/2024 3:00;17,3;6;0;0;0,1;14,8;12;26,7;0;0;13,9;70;0;565
23/05/2024 4:00;17,7;9;0;0;0,3;26,9;12,6;39,5;0;0;14,1;70;0;565
23/05/2024 5:00;13,4;13;0;0;0,2;25,4;12,1;37,5;0;0;13,2;73;0;565
23/05/2024 6:00;20,5;19;0;0;0,2;94,4;18,7;113,5;0;0;12,6;76;0;565
23/05/2024 7:00;31;21;0;0;0,5;117,6;20,4;138;0;0;14,3;72;0;565
23/05/2024 8:00;42,7;14;0;0;2;58;16,9;74,9;0;0;16,7;63;0;566
23/05/2024 9:00;41,8;14;0;0;0;24,5;16,7;41,2;0;0;20,1;52;0;566
23/05/2024 10:00;41,2;10;0;0,9;0;24,1;22,6;46,7;0;0;21,8;47;0;566
23/05/2024 11:00;36,7;13;0;0,5;13,6;17,9;16,1;33,9;0;0;23,1;41;0;566
23/05/2024 12:00;29,9;10;0;0,1;15,7;2,2;2;4,1;0;0;23,7;38;0;566
23/05/2024 13:00;25,1;5;0;0,2;15,7;4,5;3,2;7,8;0;0;23,6;39;0;565
23/05/2024 14:00;17,8;0;0;0,2;13,9;11,8;5,9;17,6;0;0;23,6;38;0;564
23/05/2024 15:00;14,8;1;0;0,3;12,8;9,6;5,1;14,7;0;0;21,6;44;0;564
23/05/2024 16:00;12,1;7;0;0,4;10,8;10,9;8,5;19,4;0;0;20,4;52;0;564
23/05/2024 17:00;22,3;7;0;0,6;6,5;13,6;15,3;28,8;0;0;17,7;70;0,6;564
23/05/2024 18:00;22,1;14;0;1,1;2,3;33,1;25,4;58,4;0;0;16,9;73;0;564
23/05/2024 19:00;21,8;18;0;1;1,3;26,1;25,7;51,7;0;0;16,1;76;0;565
23/05/2024 20:00;25,5;20;0;1,2;0,2;40,7;26,5;67,2;0;0;16,1;75;0;565
23/05/2024 21:00;27,8;23;0;0,8;0,8;23,4;21,5;44,8;0;0;16,1;68;0;566
23/05/2024 22:00;29,4;11;0;1;0,2;34,9;21,5;56,5;0;0;14,7;73;0;566
23/05/2024 23:00;41,5;18;0;1,2;0,3;43;21,4;64,5;0;0;14,5;76;0;566
45436;29,3;18;0;0,9;0,1;37,3;18,6;55,9;0;0;14,4;76;0;566
24/05/2024 1:00;35;8;0;0,5;0,1;24,8;16,9;41,7;0;0;14,3;76;0;566
24/05/2024 2:00;25;10;0;0,6;0,1;28,1;15,3;43,5;0;0;13,8;78;0;566
24/05/2024 3:00;23,2;13;0;0,3;1,9;11,7;10,9;22,6;0;0;14,2;73;0;566
24/05/2024 4:00;19,9;8;0;0,1;11;0,5;5,2;5,7;0;0;13,8;69;0;565
24/05/2024 5:00;18,5;4;0;0,2;4;3,7;9,8;13,5;0;0;12,6;77;0;565
24/05/2024 6:00;13,1;8;0;0,8;0,6;111,5;34,7;146,6;0;0;12,1;79;0;565
24/05/2024 7:00;29,6;29;0;1;0,9;61,8;18,4;80,2;0;0;14;74;0;565
24/05/2024 8:00;27,9;18;0;0,7;6,7;33,6;14,7;48,3;0;0;18,1;58;0;565
24/05/2024 9:00;27,7;11;0;0,7;10,5;20,1;17,5;37,6;0;0;20,8;47;0;566
24/05/2024 10:00;28,6;9;0;0,4;17,7;13,2;9,8;23;0;0;20,8;44;0;566
24/05/2024 11:00;20,8;5;0;0,2;21,9;5,1;4,4;9,6;0;0;22,3;41;0;566
24/05/2024 12:00;19;1;0;0,2;19,9;7,4;5,2;12,6;0;0;21,5;44;0;565
24/05/2024 13:00;14,7;6;0;0,2;21,3;5,5;4,1;9,6;0;0;22,5;41;0;565
24/05/2024 14:00;12,4;4;0;0,2;22,3;5,9;4,2;10,1;0;0;23,1;38;0;564
24/05/2024 15:00;9,2;0;0;0,2;21,3;5,9;4,5;10,4;0;0;23,9;37;0;564
24/05/2024 16:00;9,1;0;0;0,2;20,1;7,2;5,8;13;0;0;24,3;35;0;563
24/05/2024 17:00;0;30;0;0,6;21,7;8,3;22,6;30,8;0;0;20,9;55;0;563
24/05/2024 18:00;30;30;0;0,7;23,9;5,8;23,8;29,7;0;0;19,5;62;0;564
24/05/2024 19:00;32,1;30;0;0,9;14,7;9,6;28,1;37,8;0;0;17,6;67;0;564
24/05/2024 20:00;41,2;23;0;0,8;9,3;10,4;28,1;38,5;0;0;16,9;70;0;565
24/05/2024 21:00;44,8;20;0;0,7;6,9;9,9;27,2;37,1;0;0;16,4;72;0;565
24/05/2024 22:00;37,8;25;0;0,7;3,9;11;28,5;39,5;0;0;15,8;75;0;565
24/05/2024 23:00;35,9;28;0;0,8;1,3;14,8;30,7;45,5;0;0;15,6;76;0;566
45437;35,9;25;0;0,6;2,8;4,5;22,6;27;0;0;15,3;77;0;565
25/05/2024 1:00;44,7;22;0;0,7;0,1;17,5;24,5;42;0;0;15,3;77;0;565
25/05/2024 2:00;42,4;25;0;0,3;0,6;6,5;17,6;24,1;0;0;14,8;74;0;565
25/05/2024 3:00;41,6;15;0;0,3;0,9;7,7;15;22,7;0;0;14,7;72;0;565
25/05/2024 4:00;32,2;3;0;0,4;0,7;13,1;14,7;27,8;0;0;14,6;72;0;565
25/05/2024 5:00;23,5;4;0;0,3;0,6;21,8;14,9;36,7;0;0;13,9;75;0;564
25/05/2024 6:00;23,9;14;0;0,5;0,3;39,8;16,7;56,6;0;0;13,6;77;0;564
25/05/2024 7:00;29,1;19;0;1;0,5;59,1;19,1;78,2;0;0;14,4;75;0;565
25/05/2024 8:00;30,8;22;0;0,8;0,7;43,5;17,8;61,3;0;0;15;71;0;565
25/05/2024 9:00;25,5;13;0;0,8;1;35,6;18,6;54,3;0;0;15,5;69;0;566
25/05/2024 10:00;30;11;0;1,2;0,8;55,4;20,7;76,1;0;0;15,5;71;0,1;566
25/05/2024 11:00;32,9;17;0;0,9;2,2;49,3;20;69,2;0;0;15,7;72;0,2;566
25/05/2024 12:00;26,1;24;0;0,5;7,5;17,7;12,9;30,4;0;0;17,3;64;0;566
25/05/2024 13:00;31,6;7;0;0,8;5,5;23,8;21,7;45,5;0;0;17,2;63;0;566
25/05/2024 14:00;29;13;0;0,3;11,5;6,9;7,5;14,4;0;0;16,7;62;0;565
25/05/2024 15:00;20,8;7;0;0,5;8,8;14,7;12,3;27,1;0;0;16,8;62;0;565
25/05/2024 16:00;19,5;2;0;0,3;11,2;12,2;8,2;20,3;0;0;16,4;61;0;564
25/05/2024 17:00;21,4;2;0;0,4;11,1;11,3;10,6;22;0;0;17;57;0;564
25/05/2024 18:00;20,5;3;0;0,7;3,8;15,3;23,4;38,7;0;0;16,4;59;0;564
25/05/2024 19:00;18,3;11;0;0,4;5,8;11,9;14,1;26,1;0;0;15,6;62;0;564
25/05/2024 20:00;13;6;0;0,4;4,6;13,1;13,4;26,5;0;0;15,2;62;0;565
25/05/2024 21:00;12,4;5;0;0,5;2,7;14,6;16,5;31;0;0;15,1;60;0;565
25/05/2024 22:00;9,4;5;0;0,3;7,5;5,4;11,1;16,5;0;0;14,9;60;0;566
25/05/2024 23:00;13;9;0;0,2;9,9;2,9;8,4;11,3;0;0;14,7;61;0;566
45438;9,3;6;0;0,1;9,8;1,9;8,2;10,1;0;0;14,4;62;0;566
26/05/2024 1:00;11,2;1;0;0,2;10;1,8;6,7;8,5;0;0;14,2;64;0;566
26/05/2024 2:00;7,9;1;0;0,1;11,2;0,8;4,3;5,1;0;0;13,9;67;0;565
26/05/2024 3:00;5,9;4;0;0,2;7,8;0,5;6,6;7,1;0;0;13,3;70;0;565
26/05/2024 4:00;7;7;0;0,2;6,1;0,9;8,3;9,2;0;0;13,8;68;0;565
26/05/2024 5:00;9;9;0;0,1;8,6;0,6;5,9;6,4;0;0;14;67;0;565
26/05/2024 6:00;6;6;0;0,2;9,5;1,1;4,7;5,8;0;0;13,7;68;0;565
26/05/2024 7:00;3,7;0;0;0,3;6,8;4,8;7,4;12,2;0;0;14;68;0;565
26/05/2024 8:00;5,2;0;0;0,3;10,5;7,1;6,5;13,6;0;0;16,8;59;0;566
26/05/2024 9:00;9,9;1;0;0,1;15,7;2,8;1,8;4,6;0;0;19,2;51;0;566
26/05/2024 10:00;8,9;2;0;0,1;17,3;2,9;1,1;4;0;0;20,5;47;0;566
26/05/2024 11:00;7,3;3;0;0,1;18;2;0,9;2,9;0;0;22,3;43;0;566
26/05/2024 12:00;5,5;4;0;0,1;17,1;3,6;1,9;5,5;0;0;21,7;44;0;565
26/05/2024 13:00;5,7;2;0;0,1;17;3,5;1,4;4,9;0;0;22,9;42;0;565
26/05/2024 14:00;5;0;0;0,2;16,4;3,5;1,9;5,4;0;0;22;43;0;564
26/05/2024 15:00;4,8;2;0;0,1;15,4;1,7;1,9;3,6;0;0;21;47;0;564
26/05/2024 16:00;6;4;0;0,1;15;2;2;4;0;0;19,9;53;0,3;564
26/05/2024 17:00;8,4;2;0;0,2;12,2;3,5;3,8;7,3;0;0;16,4;68;0,3;564
26/05/2024 18:00;8,1;1;0;0,3;9,4;4,7;6,1;10,8;0;0;16,5;65;0;564
26/05/2024 19:00;6,4;3;0;0,3;7,8;3,2;7,8;11;0;0;15,8;63;0;564
26/05/2024 20:00;7,4;4;0;0,5;4,8;9,5;11,1;20,6;0;0;14,9;66;0;565
26/05/2024 21:00;7;7;0;0,4;5,5;9,8;12,1;21,9;0;0;14,9;64;0;565
26/05/2024 22:00;5;5;0;0,3;9,2;2,9;7,8;10,6;0;0;15,2;63;0;566
26/05/2024 23:00;6,4;4;0;0,2;10,8;2,2;5,3;7,5;0;0;14,6;70;0;566
45439;6,4;3;0;0,2;6,2;1,1;9,2;10,4;0;0;13;80;0,2;566
27/05/2024 1:00;8;3;0;0,3;0,9;5,9;14,3;20,2;0;0;12,4;82;0;565
27/05/2024 2:00;7,1;3;0;0,4;0,6;6,3;15,1;21,4;0;0;12,4;82;0;565
27/05/2024 3:00;8,2;3;0;0,2;10,6;0,8;3,2;4;0;0;13,2;72;0;564
27/05/2024 4:00;7;2;0;0,1;11,5;0,8;2,5;3,3;0;0;13,4;69;0;564
27/05/2024 5:00;6;3;0;0,2;3,9;3,8;10,5;14,3;0;0;13,6;70;0;564
27/05/2024 6:00;5,6;3;0;0,4;4,9;15,1;10,8;25,9;0;0;14;67;0;564
27/05/2024 7:00;0;13;0;0,7;3,1;29,2;14,7;43,9;0;0;14,6;66;0;565
27/05/2024 8:00;14;14;0;0,8;5,2;27,4;13,8;41,2;0;0;15,9;62;0;565
27/05/2024 9:00;13,7;7;0;0,7;0;21,5;14,3;35,8;0;0;17,6;56;0;565
27/05/2024 10:00;17,9;3;0;0,3;0;7,7;7;14,7;0;0;19,2;53;0;566
27/05/2024 11:00;13;4;0;0,3;0;5,7;6;11,7;0;0;18;57;0;566
27/05/2024 12:00;9,6;9;0;0,2;14;5,3;4,5;9,8;0;0;20,2;51;0;565
27/05/2024 13:00;7,5;5;0;0,2;15,8;4,5;5,5;9,9;0;0;20,9;49;0;565
27/05/2024 14:00;6,6;3;0;0,3;13,8;5,6;6,6;12,2;0;0;21,1;49;0;564
27/05/2024 15:00;6;6;0;0,2;13,5;5,8;4,4;10,2;0;0;21,7;46;0;564
27/05/2024 16:00;5,5;4;0;0,3;11,8;7,8;6;13,7;0;0;20,5;49;0;563
27/05/2024 17:00;9,1;8;0;0,3;11,6;8,5;6,2;14,7;0;0;19,1;53;0;564
27/05/2024 18:00;9,2;6;0;0,4;9,4;8,7;7,7;16,4;0;0;18,2;57;0;564
27/05/2024 19:00;12,8;2;0;0,5;6,1;11,7;10,2;21,9;0;0;16,9;61;0;564
27/05/2024 20:00;9,3;0;0;0,3;6,8;6,2;9,4;15,6;0;0;16;65;0;565
27/05/2024 21:00;14,3;6;0;0,2;8,7;4,9;6,3;11,3;0;0;15,7;66;0;566
27/05/2024 22:00;15,7;6;0;0,3;5,3;4,7;8,6;13,3;0;0;15;71;0;566
27/05/2024 23:00;11,1;3;0;0,3;4,6;3,8;9,9;13,8;0;0;15,3;67;0;566
45440;8,1;3;0;0,5;0,6;8,4;16,4;24,7;0;0;14,5;72;0;566
28/05/2024 1:00;9;9;0;0,5;0,7;5,9;16,6;22,5;0;0;14,2;71;0;566
28/05/2024 2:00;8,3;7;0;0,4;2,7;8;12;20;0;0;14,4;73;0;565
28/05/2024 3:00;7;7;0;0,2;6,2;1;6,4;7,4;0;0;14,2;72;0;565
28/05/2024 4:00;11,5;6;0;0,3;4,4;1,8;10,1;11,8;0;0;13,2;73;0;565
28/05/2024 5:00;8,9;4;0;0,5;0,5;36,7;15,6;52,4;0;0;13,1;76;0;565
28/05/2024 6:00;11;11;0;0,7;0,4;61,7;17,1;78,4;0;0;12,8;79;0;565
28/05/2024 7:00;24,4;16;0;0,9;1;41,7;16,1;57,8;0;0;13,5;77;0;566
28/05/2024 8:00;27,2;19;0;1;4,4;29,4;15,3;44,6;0;0;16,4;68;0;566
28/05/2024 9:00;32;15;0;0;6,7;27,3;17,6;44,9;0;0;20,3;53;0;566
28/05/2024 10:00;23,1;9;0;0,8;0;21,9;22,4;44,3;0;0;19,8;53;0;566
28/05/2024 11:00;27;10;0;0,7;14,1;0;0;0;0;0;21,8;45;0;565
28/05/2024 12:00;30,2;15;0;0,2;16,5;3,7;2,6;6,3;0;0;23,8;37;0;565
28/05/2024 13:00;21,5;6;0;0,3;14,1;4,2;4;8,2;0;0;21,9;43;0;565
28/05/2024 14:00;18,8;1;0;0,5;14,3;8,3;11,4;19,8;0;0;21,1;50;0;564
28/05/2024 15:00;17,3;11;0;0,6;14,5;13,7;17,5;31,2;0;0;20,3;54;0;564
28/05/2024 16:00;18,8;13;0;0,7;10;13,3;24,3;37,5;0;0;18,3;65;7,9;563
28/05/2024 17:00;45,5;21;0;1,2;3;37,1;26,8;63,9;0;0;15,3;81;0;564
28/05/2024 18:00;37,4;16;0;0,8;4,3;19,2;16,9;36;0;0;16,1;72;0;564
28/05/2024 19:00;25,8;5;0;0,9;2,1;19,6;17,3;37;0;0;15,2;74;0;565
28/05/2024 20:00;18;8;0;0,7;4,3;17,1;13,6;30,7;0;0;16;67;0;565
28/05/2024 21:00;15,8;7;0;0,4;6,6;4;9,3;13,3;0;0;15,8;67;0,4;565
28/05/2024 22:00;13,9;5;0;0,5;1,9;8;13,9;21,9;0;0;14;79;1;566
28/05/2024 23:00;11;11;0;0,8;0;17,5;17,1;34,5;0;0;13,8;83;2,2;566
45441;9;9;0;0,8;0;23,9;17,5;41,4;0;0;13,8;84;2,1;566
29/05/2024 1:00;14;14;0;0,4;2,1;8;12,5;20,6;0;0;13,5;84;0,5;565
29/05/2024 2:00;8;8;0;0,3;6,4;1,4;6,5;7,9;0;0;13,1;82;0;565
29/05/2024 3:00;13,2;4;0;0,2;10,6;0,5;2,8;3,3;0;0;13,6;77;0;565
29/05/2024 4:00;10,2;7;0;0,2;8;1;4,5;5,5;0;0;13,6;76;0;565
29/05/2024 5:00;7,4;5;0;0,5;1,2;15,3;13,5;28,6;0;0;13,1;79;0;565
29/05/2024 6:00;24,1;0;0;1;0,1;112,5;25,1;136,9;0;0;13,2;80;0;565
29/05/2024 7:00;17,5;0;0;1;0,5;48;18,1;66;0;0;14;77;0;565
29/05/2024 8:00;18;18;0;1,4;2,7;54,7;20,3;74,9;0;0;17,1;68;0;566
29/05/2024 9:00;19;14;0;1;4,4;30,9;19,8;50,8;0;0;18;62;0;566
29/05/2024 10:00;22,6;14;0;0,8;6,3;21,8;18,5;40,3;0;0;18,4;61;0;566
29/05/2024 11:00;20,4;7;0;0,8;10,9;19,4;17,2;36,6;0;0;18,8;65;0,8;566
29/05/2024 12:00;30,9;17;0;0,4;12,9;6,4;7;13,4;0;0;19,7;60;0;566
29/05/2024 13:00;22,6;0;0;0,4;13,7;6,4;6,9;13,3;0;0;21,2;53;0;565
29/05/2024 14:00;16,6;0;0;0,3;13,4;4,7;4,2;8,9;0;0;22,5;47;0;565
29/05/2024 15:00;11,9;0;0;0,3;11,7;6,2;5,1;11,3;0;0;19,7;54;0;564
29/05/2024 16:00;10,5;6;0;0,5;7,8;14;8,7;22,7;0;0;19,2;58;0,2;564
29/05/2024 17:00;8,1;6;0;0,8;2,5;23,7;17,3;40,9;0;0;16,3;73;1;564
29/05/2024 18:00;0;12;0;1;1,4;26,6;18,6;45,3;0;0;15,7;75;0,1;564
29/05/2024 19:00;13;13;0;0,7;4,3;11,8;14;25,7;0;0;15,5;67;0;565
29/05/2024 20:00;8,4;8;0;0,8;1,4;17,1;15,8;32,9;0;0;15,5;66;0;565
29/05/2024 21:00;7,1;7;0;0,8;0,3;22,6;16,6;39,2;0;0;14,8;72;0;566
29/05/2024 22:00;14,6;5;0;0,7;0;19;14,6;33,6;0;0;14,3;77;0,6;566
29/05/2024 23:00;18,5;8;0;0,4;0,8;6,4;12,4;18,8;0;0;13,6;81;0,3;566
45442;14,2;5;0;0,3;3,3;3;9,4;12,4;0;0;13,6;80;0;566
30/05/2024 1:00;10,3;8;0;0,2;1,1;5,6;12,4;18;0;0;13,6;79;0;565
30/05/2024 2:00;10;10;0;0,1;3,2;1,3;8,7;10;0;0;13,7;77;0;565
30/05/2024 3:00;8;8;0;0,2;0,9;3,6;11;14,6;0;0;13,4;78;0;565
30/05/2024 4:00;11,1;10;0;0,1;0,6;4,8;11,1;15,8;0;0;13,1;78;0;565
30/05/2024 5:00;9;8;0;0,2;1,2;9,5;9,5;19;0;0;13,4;78;0;565
30/05/2024 6:00;13,4;12;0;0,5;0;37,6;13,8;51,3;0;0;13,6;77;0;565
30/05/2024 7:00;15;15;0;1;0,4;66,9;16,1;82,9;0;0;13,9;76;0;565
30/05/2024 8:00;0;23;0;0,9;2,1;43,4;14,6;57,9;0;0;15,7;69;0;565
30/05/2024 9:00;16,6;12;0;0,6;5,4;17,6;10,8;28,4;0;0;18;60;0;566
30/05/2024 10:00;12,7;8;0;0,6;6,4;18,8;14,9;33,7;0;0;18,8;57;0;566
30/05/2024 11:00;20,1;8;0;0,6;10,3;15,5;14;29,5;0;0;21,1;51;0;565
30/05/2024 12:00;19,5;6;0;0,4;10,5;11,8;10,3;22,2;0;0;20,7;52;0;565
30/05/2024 13:00;18,1;2;0;0,3;10,7;9,3;7;16,3;0;0;21,5;50;0;564
30/05/2024 14:00;15;5;0;0,1;13,3;2,7;2,2;4,9;0;0;24;42;0;564
30/05/2024 15:00;15,6;0;0;0,4;13,2;8;10,4;18,4;0;0;21,6;51;0;563
30/05/2024 16:00;12;9;0;0,6;9,2;17,7;20,6;38,3;0;0;18,3;65;0;563
30/05/2024 17:00;18;18;0;0,5;3,6;16,2;15,5;31,8;0;0;15,9;71;0;564
30/05/2024 18:00;13;13;0;0,7;1,4;23;14,9;38;0;0;15,1;74;0;564
30/05/2024 19:00;22,2;11;0;0,9;0,3;26,8;15,7;42,6;0;0;14,2;78;0,1;565
30/05/2024 20:00;16,7;11;0;1,1;0,1;32,3;16;48,2;0;0;14,2;78;0;565
30/05/2024 21:00;22,6;20;0;1,1;0;32,9;19,3;52,3;0;0;14,5;77;0,3;565
30/05/2024 22:00;19,1;14;0;1,4;0;53,5;21,8;75,3;0;0;14,4;80;0,1;565
30/05/2024 23:00;23,1;23,1;0;1,1;0;47,4;18,9;66,3;0;0;14,1;81;0,2;565
45443;17,3;12;0;0,7;0;36,7;16,6;53,4;0;0;13,9;81;0,1;565
31/05/2024 1:00;20,1;14;0;0,7;0,4;39,5;15,8;55,2;0;0;14,1;80;0;565
31/05/2024 2:00;15,2;15;0;0,7;0,1;40,1;13,9;54;0;0;14,1;79;0;565
31/05/2024 3:00;26,1;10;0;0,5;0,1;22,9;12,2;35,1;0;0;13,8;80;0;564
31/05/2024 4:00;23;6;0;0,5;0;33,9;10,8;44,7;0;0;13,5;81;0;564
31/05/2024 5:00;16,2;13;0;0,6;0,6;59;11,6;70,5;0;0;13,3;81;0;564
31/05/2024 6:00;17,7;16;0;0,9;1,1;108,6;30,1;138,8;0;0;14;73;0;565
31/05/2024 7:00;24,1;23;0;2,1;0,4;130,6;20,9;151,5;0;0;14,3;76;0;565
31/05/2024 8:00;36,9;33;0;1,8;0,6;98,9;21,6;120,6;0;0;14,4;76;0,3;565
31/05/2024 9:00;48,9;37;0;1,4;1,4;63,4;21;84,4;0;0;15,3;76;0;566
31/05/2024 10:00;38,8;24;0;0,8;5,5;26,4;17,4;43,7;0;0;18,6;61;0;566
31/05/2024 11:00;40;13;0;0,4;8,3;8,8;6,2;15;0;0;20,3;51;0;565
31/05/2024 12:00;30,2;9;0;0,3;9,6;7,5;4,5;12;0;0;21,6;46;0;565
31/05/2024 13:00;22,3;4;0;0,3;10,4;6,5;3,9;10,3;0;0;22,2;44;0;565
31/05/2024 14:00;17;0;0;0,2;11,6;5,4;2,7;8,1;0;0;23,1;41;0;564
31/05/2024 15:00;12,7;3;0;0,2;11,2;5,3;3,3;8,6;0;0;22,1;43;0;564
31/05/2024 16:00;9,1;3;0;0,3;10,8;6,4;4,7;11,1;0;0;21,6;44;0;563
31/05/2024 17:00;13,9;0;0;0,3;9,6;7,7;5,4;13,2;0;0;19,8;49;0;564
31/05/2024 18:00;17,2;6;0;0,3;8;8,2;6,8;15,1;0;0;18,1;55;0;564
31/05/2024 19:00;12,4;8;0;0,5;4,5;9,2;9,3;18,4;0;0;16,7;60;0;565
31/05/2024 20:00;8,6;8;0;0,5;3,2;13,1;10,7;23,8;0;0;16,2;61;0;565
31/05/2024 21:00;10;8;0;0,4;3,7;7,2;9,8;17,1;0;0;15,8;60;0;565
31/05/2024 22:00;11,3;2;0;0,4;2,5;7,7;9,9;17,6;0;0;15,4;64;0;566
31/05/2024 23:00;8,6;2;0;0,5;1,3;11,7;10,6;22,3;0;0;15;66;0;565
45444;6,1;6;0;0,8;0;35,3;13,8;49;0;0;15,5;66;0;566
1/06/2024 1:00;11,6;8;0;0,6;0,1;29,2;13,1;42,4;0;0;14,8;69;0;565
1/06/2024 2:00;22,7;9;0;0,4;0;18,2;11,8;30;0;0;14,1;71;0;565
1/06/2024 3:00;21,7;9;0;0,4;0,2;16,8;10,9;27,7;0;0;14;72;0;565
1/06/2024 4:00;15,7;10;0;0,2;2,1;3,6;7,9;11,5;0;0;13,8;69;0;565
1/06/2024 5:00;20,8;6;0;0,3;0,7;7,9;10;17,9;0;0;13,5;70;0;565
1/06/2024 6:00;15,3;2;0;0,4;0,9;16,1;10,6;26,7;0;0;13,4;70;0;565
1/06/2024 7:00;11,9;2;0;0,6;1,8;25,7;11;36,7;0;0;14,1;68;0;565
1/06/2024 8:00;10,1;6;0;0,6;4,3;17,8;10,4;28,1;0;0;16,1;60;0;565
1/06/2024 9:00;16,5;11;0;0,3;8,5;9,5;5,5;15,1;0;0;19;52;0;565
1/06/2024 10:00;12;6;0;0,3;9,5;7,9;5,5;13,4;0;0;20,6;47;0;566
1/06/2024 11:00;11,4;1;0;0,3;11,4;6,6;3,7;10,3;0;0;21,6;45;0;565
1/06/2024 12:00;8,4;3;0;0,2;11,9;4,7;2,3;7;0;0;21,8;45;0;565
1/06/2024 13:00;7,2;2;0;0,3;11,3;6,3;2,6;8,9;0;0;21,6;45;0;564
1/06/2024 14:00;13,8;0;0;0,3;10,5;9,3;2,9;12,2;0;0;22;44;0;564
1/06/2024 15:00;10,4;2;0;0,2;11;4,4;2,3;6,7;0;0;21;46;0;564
1/06/2024 16:00;8,1;3;0;0,2;10,8;4,9;2,4;7,2;0;0;21,9;44;0;563
1/06/2024 17:00;20,6;1;0;0,3;9,1;6;4,1;10,2;0;0;20,1;49;0;563
1/06/2024 18:00;14,7;3;0;0,3;7,4;5,4;5,8;11,2;0;0;19,2;50;0;564
1/06/2024 19:00;10,2;3;0;0,3;6;3,8;6,8;10,6;0;0;16,6;57;0;564
1/06/2024 20:00;7,1;2;0;0,3;6,6;3,6;5,8;9,4;0;0;15,8;59;0;565
1/06/2024 21:00;5,3;1;0;0,4;2,4;5,5;9,6;15,1;0;0;14,5;65;0;565
1/06/2024 22:00;4;3;0;0,7;0,5;15,7;11,7;27,3;0;0;13,9;68;0;565
1/06/2024 23:00;11,3;4;0;0,7;0;23;12,5;35,5;0;0;14;70;0;565
45445;12,1;10;0;0,5;0,2;20,1;11;31,1;0;0;13,5;73;0;565
2/06/2024 1:00;9,3;9;0;0,5;0,2;25,9;10,1;36;0;0;13,8;72;0;565
2/06/2024 2:00;16,3;7;0;0,5;0,1;26,2;10;36,2;0;0;13,8;72;0;565
