;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
DateTime;;;;;;;;;;;;;;;;;;;;;;;;
;PM10;PM2.5;Vel Viento;Precipitacion;Dir Viento;OZONO;CO;NO;NO2;NOX;SO2;Temperatura;Rad Solar;HR;;;;;;;;;;
;µg/m3;µg/m3;m/s;mm;Grados;ppb;ppm;ppb;ppb;ppb;ppb;°C;W/M²;%;;;;;;;;;;
01-01-2023 02:625;10;10;1,8;0;110;9,9;0,7;12;9,9;21,8;1,3;14,7;131;62,2;;;;;;;;;;
01-01-2023 03:625;22;12;1,7;0;114;10,6;0,7;11,4;8,1;19,5;1,5;16,1;211;58,9;;;;;;;;;;
01-01-2023 04:625;20;8;1,5;0;142;11,6;0,6;4,6;4,9;9,5;1,6;17,9;297;58,2;;;;;;;;;;
01-01-2023 05:625;19;12;0;0;0;0;0,6;0;0;0;0;18,6;0;0;;;;;;;;;;
01-01-2023 06:625;0;0;1,6;0;144;10,1;0,7;0;0;0;1,4;20,6;429;50;;;;;;;;;;
01-01-2023 01:626;0;0;2;0;142;11,5;0,6;2,1;2,2;4,4;1,2;21,5;501;47,2;;;;;;;;;;
01-01-2023 02:626;8;8;1,8;0;126;12,4;0,6;5,1;4,8;9,9;1,2;21;389;44,5;;;;;;;;;;
01-01-2023 03:626;18;8;1,8;0;112;13,5;0,7;5,8;4,1;9,8;1,1;21,9;499;42,4;;;;;;;;;;
01-01-2023 04:626;8;8;1,7;0;127;14,3;0,7;4,4;3,7;8,1;1;22,6;421;39,7;;;;;;;;;;
01-01-2023 05:626;22;16;1,8;0;148;12,5;0,7;2,2;5,2;7,4;1,2;19,7;112;46,3;;;;;;;;;;
01-01-2023 06:626;27;9;1,5;0;137;9,1;0,8;3,2;9,8;12,9;1,2;16,5;10;56,1;;;;;;;;;;
01-01-2023 01:627;15;8;1,4;0;136;8,6;0,9;2,6;8,6;11,2;1,2;14,7;0;62,2;;;;;;;;;;
01-01-2023 02:627;20;12;1,1;0;140;5,2;1;4,8;11,7;16,5;1,4;13;0;67,7;;;;;;;;;;
01-01-2023 03:627;15;13;0,7;0;142;5,6;0,9;4,3;10,7;15;1,5;13,4;0;68,8;;;;;;;;;;
01-01-2023 04:627;26;14;0,8;0;140;4,8;0,9;6,2;11,5;17,8;2,3;13,6;0;67,2;;;;;;;;;;
01-01-2023 05:627;46;14;0,8;0;153;4,9;0,9;3,5;10,4;13,9;4,7;13,5;0;67,1;;;;;;;;;;
01-01-2023 06:627;21;11;0,9;0;136;7,4;0,6;0,7;5;5,7;1,6;13,2;0;67,9;;;;;;;;;;
01-01-2023 01:628;15;11;0,7;0;140;7,5;0,5;0,1;5,4;5,6;2;12,6;0;68,5;;;;;;;;;;
01-01-2023 02:628;9;9;0,6;0;155;8,2;0,5;0;3,6;3,3;1,4;11,9;0;70,4;;;;;;;;;;
01-01-2023 03:628;20;11;0,2;0;182;5,8;0,5;1,3;6,9;8,2;1,2;11,1;0;72,8;;;;;;;;;;
01-01-2023 04:628;30;15;0,8;0;167;4;0,6;3,9;9,3;13,2;1,7;11,9;0;72,4;;;;;;;;;;
01-01-2023 05:628;21;8;1,1;0;133;5,3;0,6;3;8,8;11,7;1;12,1;0;70,3;;;;;;;;;;
01-01-2023 06:628;25;15;1,2;0;132;4,1;0,9;14,2;13,8;28;1,4;11,5;1;71,2;;;;;;;;;;
01-01-2023 01:629;25;12;1,6;0;123;3,9;1,1;22;14,1;36,1;1,3;12,3;28;71;;;;;;;;;;
01-01-2023 02:629;24;11;1,5;0;128;6,4;0,9;10,2;9,1;19,3;1,4;13,6;47;66,5;;;;;;;;;;
01-01-2023 03:629;22;7;1,3;0;139;8,6;0,7;7,3;6,2;13,4;1,4;15,8;154;62,1;;;;;;;;;;
01-01-2023 04:629;23;16;1,5;0;146;10,2;0,7;5,5;4,1;9,6;1,3;18,8;255;54,5;;;;;;;;;;
01-01-2023 05:629;18;7;1,9;0;100;11,3;0,7;8,1;4,7;12,8;1,3;19,7;398;49,7;;;;;;;;;;
01-01-2023 06:629;26;6;2,2;0;112;11,9;0,7;6,5;3,9;10,4;1,3;21,3;494;46,8;;;;;;;;;;
01-01-2023 01:630;22;8;2,7;0;107;12;0,7;6,6;3,1;9,7;1,1;21,9;644;44;;;;;;;;;;
01-01-2023 02:630;16;8;2,1;0;112;12;0,7;6,2;3,5;9,7;1,1;21,2;309;45,1;;;;;;;;;;
01-01-2023 03:630;12;9;1,9;0;102;12,3;0,7;7,2;4,2;11,4;1,1;20,9;340;44,8;;;;;;;;;;
01-01-2023 04:630;10;10;2,3;0;98;12;0,7;8,7;4,5;13,2;1;20,3;278;44,5;;;;;;;;;;
01-01-2023 05:630;20;10;2;0;99;12;0,8;7,8;4,7;12,5;1;21;289;43,1;;;;;;;;;;
01-01-2023 06:630;14;10;1,5;0;133;10,7;0,8;4,5;6;10,6;1,3;18,9;89;43,2;;;;;;;;;;
01-01-2023 01:631;25;11;2,2;0;92;7,7;1,2;15,6;11,3;27;1,2;16;0;54,4;;;;;;;;;;
01-01-2023 02:631;28;10;1,3;0;117;5,9;1,1;9,8;12,9;22,8;1,4;14,5;0;61,3;;;;;;;;;;
01-01-2023 03:631;21;14;1,3;0;131;6;1,1;6,3;11,5;17,8;1,3;13,1;0;65,9;;;;;;;;;;
01-01-2023 04:631;26;13;1,2;0;121;5,2;1;7,2;12,8;20;1,7;12,6;0;67,5;;;;;;;;;;
01-01-2023 05:631;25;10;1;0;142;3,2;1,2;11,3;13,5;24,8;1,6;11,9;0;70;;;;;;;;;;
01-01-2023 06:631;22;14;1,1;0;139;3,6;0,7;6,9;10,9;17,7;1,3;12,2;0;69,9;;;;;;;;;;
01-01-2023 01:632;28;11;1;0;144;3,3;0,6;4,5;9,6;14;1,1;12,4;0;68,4;;;;;;;;;;
01-01-2023 02:632;32;8;0,8;0;132;3,1;0,5;6,5;9,7;16,2;1,2;10,8;0;69,6;;;;;;;;;;
01-01-2023 03:632;36;13;0,5;0;120;2,9;0,5;5;7,5;12,5;1,4;11,5;0;70,2;;;;;;;;;;
01-01-2023 04:632;33;17;0,4;0;180;2,4;0,6;9;8,9;17,9;1,8;11,6;0;68,6;;;;;;;;;;
01-01-2023 05:632;76;36;0,2;0;251;2,4;1;42;14,2;56,2;4;11,5;0;69,5;;;;;;;;;;
01-01-2023 06:632;106;47;0,6;0;250;2,7;2;83,3;24,5;107,8;6,8;12,2;0;75,6;;;;;;;;;;
01-01-2023 01:633;75;31;0,5;0;173;2,7;1,7;69,3;20,1;89,4;4,5;11,9;30;71,8;;;;;;;;;;
01-01-2023 02:633;56;27;0,4;0;131;5,3;1,3;43,6;15,7;59,2;3,6;15,6;181;65,2;;;;;;;;;;
01-01-2023 03:633;31;13;0;0;0;9,4;0,8;17;10;27;0;20,9;0;0;;;;;;;;;;
01-01-2023 04:633;27;16;0;0;0;9,9;0;8,3;6;14,3;0;22,1;0;0;;;;;;;;;;
01-01-2023 05:633;20;6;1,8;0;148;10,5;0;0;0;0;0;22,6;527;44,7;;;;;;;;;;
01-01-2023 06:633;0;0;1,8;0;139;12,1;0;0;0;0;0;21,6;308;46,1;;;;;;;;;;
01-01-2023 01:634;20;8;1,3;0;137;11;0;0;0;0;0;20,2;274;50,8;;;;;;;;;;
01-01-2023 02:634;12;6;1,5;0;133;12;0,2;0;0;0;0;21,6;433;47,6;;;;;;;;;;
01-01-2023 03:634;10;10;1,6;0;150;12,1;0,3;0;0;0;0;21,6;329;44,8;;;;;;;;;;
01-01-2023 04:634;27;9;1,8;0;116;0;0,3;0;0;0;0;20,2;211;45,6;;;;;;;;;;
01-01-2023 05:634;14;8;1,5;0;137;10,7;0,3;1,8;1,7;3,5;0;20,9;237;45,7;;;;;;;;;;
01-01-2023 06:634;15;13;1,4;0;128;9,1;0,4;3,7;5,6;9,3;0;17,7;23;49,7;;;;;;;;;;
01-01-2023 01:635;14;12;1,5;0;126;8,1;0,5;4,9;6,8;11,6;0;15,3;0;58;;;;;;;;;;
01-01-2023 02:635;10;9;1;0;140;9,7;0,4;0,4;4,3;4,8;0;14,4;0;59,5;;;;;;;;;;
01-01-2023 03:635;10;10;0,9;0;171;8,1;0,5;0,9;7;7,9;0;14;0;59;;;;;;;;;;
01-01-2023 04:635;26;11;0,6;0;147;5,1;0,5;7;11;18;0;12,9;0;60,4;;;;;;;;;;
01-01-2023 05:635;52;19;1;0;328;3,2;1,2;52,4;16,9;69,3;0;13;0;69,1;;;;;;;;;;
01-01-2023 06:635;48;26;0,4;0;250;2,4;1,1;62,4;17;79,4;0;12,7;0;70,5;;;;;;;;;;
01-01-2023 01:636;26;16;0,5;0;153;3;0,5;25,9;12,4;38,3;0;11,9;0;68,6;;;;;;;;;;
01-01-2023 02:636;37;17;0,5;0;144;3,4;0,2;3,2;9,7;12,9;0;11,6;0;66,9;;;;;;;;;;
01-01-2023 03:636;45;17;0,7;0;239;2,7;0,5;24,7;12,6;37,4;0;11,8;0;70,8;;;;;;;;;;
01-01-2023 04:636;39;22;0,4;0;142;2,6;0,5;23,7;11,3;35;0;11,6;0;70;;;;;;;;;;
01-01-2023 05:636;25;11;0,8;0;129;2,6;0,3;13,6;10,1;23,7;0;11,3;0;68,1;;;;;;;;;;
01-01-2023 06:636;27;10;1,4;0;118;3,2;0,5;14,9;13;27,9;0;11,1;0;69,6;;;;;;;;;;
01-01-2023 01:637;23;11;1,2;0;123;4,2;0,6;18,6;12,4;31;0;12,1;33;69,7;;;;;;;;;;
01-01-2023 02:637;11;9;1,1;0;127;7,6;0,4;10;6,1;16,2;0;15,6;144;62;;;;;;;;;;
01-01-2023 03:637;17;13;1,4;0;143;9,8;0,3;3,7;3,3;7;0;16,5;125;56,9;;;;;;;;;;
01-01-2023 04:637;14;10;1,6;0;143;10,6;0,2;2,7;1,5;4,2;0;18,2;231;54,5;;;;;;;;;;
01-01-2023 05:637;24;12;1,6;0;115;11,4;0,3;4,5;1,8;6,3;0;19,4;268;49;;;;;;;;;;
01-01-2023 06:637;13;8;1,7;0;105;12,1;0,3;6;1,2;7,2;0;21,3;572;44,4;;;;;;;;;;
01-01-2023 01:638;21;6;2,7;0;99;12,1;0,3;5,1;1,4;6,5;0;22,6;761;39;;;;;;;;;;
01-01-2023 02:638;10;6;2,9;0;94;12,2;0,3;4,9;0,7;5,6;0;22,7;735;38,5;;;;;;;;;;
01-01-2023 03:638;12;6;2,4;0;112;12,3;0,3;4,5;0,9;5,3;0;23,5;649;38,9;;;;;;;;;;
01-01-2023 04:638;19;6;2,4;0;106;12,8;0,3;5,6;1,4;7;0;22,5;485;38,2;;;;;;;;;;
01-01-2023 05:638;15;6;2;0;117;12;0,4;4,5;2,5;7;0;20,9;203;41,4;;;;;;;;;;
01-01-2023 06:638;14;10;1,3;0;119;10,6;0,4;4,9;4,7;9,7;0;18,3;42;46,3;;;;;;;;;;
01-01-2023 01:639;13;8;1;0;139;9,5;0,4;1,1;4,8;5,9;0;16,3;0;53,6;;;;;;;;;;
01-01-2023 02:639;15;13;1,4;0;136;8;0,5;2,3;6,8;9,1;0;14,9;0;60,3;;;;;;;;;;
01-01-2023 03:639;16;9;1,6;0;136;5,6;0,5;6,5;9,5;16;0;12,8;0;66,3;;;;;;;;;;
01-01-2023 04:639;35;15;1,5;0;135;3,4;0,6;12,5;11,9;24,5;0;12;0;66,4;;;;;;;;;;
01-01-2023 05:639;36;20;0,8;0;147;2,7;0,6;17,6;10,2;27,8;0;11,3;0;64,2;;;;;;;;;;
01-01-2023 06:639;31;17;0,5;0;157;2,6;0,5;11,2;7,6;18,8;0;9,8;0;65,4;;;;;;;;;;
01-01-2023 01:640;34;21;0,7;0;141;2,4;0,5;22,4;8,6;31;0;9,1;0;68,4;;;;;;;;;;
01-01-2023 02:640;27;11;0,7;0;149;3,1;0,3;7,6;6,8;14,5;0;8,7;0;71,9;;;;;;;;;;
01-01-2023 03:640;26;10;0,8;0;134;4,3;0,3;3;7,3;10,3;0;8,9;0;75,9;;;;;;;;;;
01-01-2023 04:640;41;13;1;0;134;3,1;0,3;6,3;9,3;15,5;0;8,7;0;75;;;;;;;;;;
01-01-2023 05:640;29;12;0,2;0;190;2,5;0,5;17,9;10,1;28;0;7,7;0;75,1;;;;;;;;;;
01-01-2023 06:640;89;37;0,3;0;232;2,5;1,3;99,5;16,2;115,7;0;8;0;78,7;;;;;;;;;;
01-01-2023 01:641;82;30;0,5;0;158;2,8;1,4;99;19,9;118,9;0;10,3;92;78,7;;;;;;;;;;
01-01-2023 02:641;97;31;0,1;0;82;4,6;1,7;82,6;31,9;114,5;0;18,1;258;58,7;;;;;;;;;;
01-01-2023 03:641;87;44;0,6;0;355;7,7;1,7;71,6;41,5;113,1;0;17,6;246;51,6;;;;;;;;;;
01-01-2023 04:641;36;18;0,9;0;103;12,2;0,7;23,6;19,4;42,9;0;20,8;405;45,5;;;;;;;;;;
01-01-2023 05:641;10;9;2,1;0;111;11,6;0,3;7,1;3,2;10,2;0;21,1;434;42,1;;;;;;;;;;
01-01-2023 06:641;16;9;2,1;0;114;11,5;0,4;4,9;2,6;7,5;0;21,8;391;41,8;;;;;;;;;;
01-01-2023 01:642;15;15;2,4;0;77;11,6;0,5;9,8;3,7;13,5;0;20,5;492;44,8;;;;;;;;;;
01-01-2023 02:642;12;11;2,5;0;101;12,2;0,4;6,4;2,1;8,5;0;23,9;808;38,3;;;;;;;;;;
01-01-2023 03:642;10;10;1,9;0;118;12,6;0,4;4,1;0,9;5;0;23,3;492;37,7;;;;;;;;;;
01-01-2023 04:642;7;6;2;0;109;13,1;0,3;4,2;1;5,2;0;24,1;464;34,6;;;;;;;;;;
01-01-2023 05:642;5;4;1,6;0;112;12,4;0,4;5,7;2,5;8,2;0;22,7;213;34,7;;;;;;;;;;
01-01-2023 06:642;48;17;2;0;249;9,2;0,8;12,4;12,2;24,5;0;18,3;54;51,3;;;;;;;;;;
01-01-2023 01:643;49;21;1,5;0;283;5,1;1,2;22;18;40;0;14,4;0;66,4;;;;;;;;;;
01-01-2023 02:643;67;28;0,9;0;344;2,8;1,8;58,3;25;83,3;0;13,7;0;69,9;;;;;;;;;;
01-01-2023 03:643;76;26;1,1;0;33;2,5;1,5;57,1;24,3;81,5;0;13,6;0;70,6;;;;;;;;;;
01-01-2023 04:643;63;27;0,5;0;98;2,5;1,5;55,4;20,9;76,3;0;12,5;0;69,4;;;;;;;;;;
01-01-2023 05:643;32;18;0,3;0;162;2,3;0,8;26,5;13;39,4;0;10,9;0;72,9;;;;;;;;;;
01-01-2023 06:643;32;18;0,3;0;151;2,3;0,9;21,5;12,6;34,2;0;10,1;0;76;;;;;;;;;;
01-01-2023 01:644;23;11;0,3;0;168;2,2;0,7;19,7;11,1;30,9;0;9,4;0;77,4;;;;;;;;;;
01-01-2023 02:644;36;17;0,5;0;140;2,3;0,4;17,7;7,6;25,3;0;8,4;0;77,3;;;;;;;;;;
01-01-2023 03:644;33;12;0,6;0;138;2,4;0,4;14,3;6,4;20,7;0;8,1;0;76;;;;;;;;;;
01-01-2023 04:644;18;11;0,6;0;149;2,6;0,3;5,8;5,5;11,3;0;7,1;0;75,2;;;;;;;;;;
01-01-2023 05:644;17;9;0,8;0;149;2,6;0,3;7,6;5,9;13,5;0;6,8;0;74,5;;;;;;;;;;
01-01-2023 06:644;0;15;0,6;0;159;2,2;0,3;11,4;5,5;16,9;0;6,4;0;73,8;;;;;;;;;;
01-01-2023 01:645;31;14;0,7;0;114;3,3;0,5;18,2;5,9;24,1;0;9,6;91;71,3;;;;;;;;;;
01-01-2023 02:645;45;18;0,7;0;166;4,9;0,7;27,7;10,3;38;0;16;210;58,5;;;;;;;;;;
01-01-2023 03:645;40;17;0,1;0;141;10,1;1;29,3;21,1;50,4;0;20,1;412;50,1;;;;;;;;;;
01-01-2023 04:645;37;23;0,5;0;290;17,9;0,9;22,3;28,1;50,3;0;20,9;487;45,3;;;;;;;;;;
01-01-2023 05:645;14;11;1,1;0;137;15,6;0,5;4,8;10,1;14,9;0;19,2;174;46,1;;;;;;;;;;
01-01-2023 06:645;21;10;1,9;0;148;11,8;0,3;0,8;1,3;2,2;0;19;207;48,8;;;;;;;;;;
01-01-2023 01:646;18;7;2,1;0;125;10,3;0,5;5;4,3;9,3;0;17,8;153;50,3;;;;;;;;;;
01-01-2023 02:646;21;8;2,4;0;126;10,2;0,4;4,4;2,5;6,9;0;17,3;192;54,4;;;;;;;;;;
01-01-2023 03:646;9;9;2,5;0;130;11,5;0,4;1,6;1,4;3;0;15,7;109;56,3;;;;;;;;;;
01-01-2023 04:646;0;11;1,2;0;130;12,6;0,4;1,4;1,7;3,1;0;15,3;100;56,4;;;;;;;;;;
01-01-2023 05:646;0;8;1,1;0;133;13;0,3;0,7;0,6;1,3;0;16,5;107;51,8;;;;;;;;;;
01-01-2023 06:646;0;8;0,9;0;119;11,4;0,4;2,5;4,2;6,7;0;15,7;32;50,8;;;;;;;;;;
01-01-2023 01:647;10;9;1,3;0;141;8,4;0,4;2,7;7,1;9,8;0;12,9;0;59,3;;;;;;;;;;
01-01-2023 02:647;9;7;1,3;0;192;9,9;0,3;0;0;0;0;12,2;0;66,4;;;;;;;;;;
01-01-2023 03:647;28;13;0,3;0;26;5,1;0,9;20,3;14,2;34,5;0;12,4;0;63,1;;;;;;;;;;
01-01-2023 04:647;30;12;0,4;0;48;3,7;1;31,4;17,5;48,9;0;13,2;0;59,7;;;;;;;;;;
01-01-2023 05:647;21;11;0,7;0;57;4,7;0,8;22,6;16,3;39;0;13,6;0;59,7;;;;;;;;;;
01-01-2023 06:647;10;10;0,7;0;66;6,1;0,5;8,4;11,9;20,3;0;12,6;0;63,2;;;;;;;;;;
01-01-2023 01:648;16;10;1,2;0;348;5,3;0,5;5,7;11,2;16,9;0;12,2;0;68,8;;;;;;;;;;
01-01-2023 02:648;12;12;0,1;0;234;4,8;0,4;4;11,2;15,2;0;11,8;0;70,1;;;;;;;;;;
01-01-2023 03:648;0;9;0,9;0;334;5,6;0,4;1,8;9,5;11,3;0;11,4;0;70,8;;;;;;;;;;
01-01-2023 04:648;0;10;0,3;0;35;5,3;0,4;1,5;9,1;10,5;0;10,4;0;71,9;;;;;;;;;;
01-01-2023 05:648;30;14;0,4;0;128;2,5;0,4;11,5;10,1;21,6;0;8,1;0;73,7;;;;;;;;;;
01-01-2023 06:648;16;13;0,5;0;133;2,5;0,5;14,1;9,2;23,4;0;7,3;0;76,3;;;;;;;;;;
01-01-2023 01:649;32;10;0,7;0;76;4;0,8;28,9;11,4;40,3;0;10,9;93;74;;;;;;;;;;
01-01-2023 02:649;20;10;1,6;0;124;9,9;0,3;6,2;4;10,3;0;17,2;147;55,9;;;;;;;;;;
01-01-2023 03:649;11;7;2,4;0;87;13,5;0,3;4,3;2;6,3;0;15,3;144;55,7;;;;;;;;;;
01-01-2023 04:649;27;10;1,6;0;111;14,5;0,6;2,4;1,7;4,1;0;18,1;295;51,9;;;;;;;;;;
01-01-2023 05:649;31;16;1,9;0;118;16;0,6;1,2;2;3,2;0;19,2;264;48,6;;;;;;;;;;
01-01-2023 06:649;17;9;2,5;0;98;16,9;0,4;2,7;2;4,8;0;19,9;443;46,5;;;;;;;;;;
01-01-2023 01:650;12;7;2,4;0;123;17,2;0,3;0,4;0,4;0,8;0;22,5;578;42,8;;;;;;;;;;
01-01-2023 02:650;12;5;2;0;126;17,7;0,3;1;0,3;1,3;0;23,5;562;39,7;;;;;;;;;;
01-01-2023 03:650;10;3;2,4;0;105;17,2;0,4;2,4;1,9;4,3;0;20,4;259;43;;;;;;;;;;
01-01-2023 04:650;18;15;2,4;0;113;17,5;0,5;1;0,8;1,9;0;20,1;290;45,9;;;;;;;;;;
01-01-2023 05:650;10;9;2,2;0;108;17,1;0,5;2,4;2,1;4,5;0;19,8;196;45;;;;;;;;;;
01-01-2023 06:650;12;6;1,8;0;111;15,1;0,4;1,6;3,1;4,7;0;17,9;69;49;;;;;;;;;;
01-01-2023 01:651;13;9;1,1;0;113;9,8;0,6;4;9,2;13,2;0;14,9;0;57,2;;;;;;;;;;
01-01-2023 02:651;18;11;0,6;0;139;9;0,5;0,8;8,5;9,3;0;12,5;0;67,5;;;;;;;;;;
01-01-2023 03:651;18;16;0,7;0;144;5,9;0,5;2,3;10,5;12,8;0;11,2;0;71,6;;;;;;;;;;
01-01-2023 04:651;11;11;0,8;0;154;8,4;0,4;0;7,7;7,6;0;11;0;73,6;;;;;;;;;;
01-01-2023 05:651;17;9;0,4;0;158;8,4;0,4;0,4;7,4;7,8;0;10,7;0;73,9;;;;;;;;;;
01-01-2023 06:651;22;12;0,4;0;168;6;0,4;0,2;8,4;8,6;0;11,3;0;73,5;;;;;;;;;;
01-01-2023 01:652;24;8;1,1;0;136;10,1;0,3;0;0;0;0;12,4;0;71,1;;;;;;;;;;
01-01-2023 02:652;16;7;1,2;0;130;10,9;0,2;0;0;0;0;12,3;0;71,1;;;;;;;;;;
01-01-2023 03:652;8;6;1,1;0;106;11,8;0,2;0;0;0;0;12,5;0;69,4;;;;;;;;;;
01-01-2023 04:652;11;8;1,2;0;123;10,3;0,3;0;0;0;0;11,7;0;73,3;;;;;;;;;;
01-01-2023 05:652;14;2;0,9;0;127;5,9;0,3;3,9;9,6;13,5;0;11;0;74,8;;;;;;;;;;
01-01-2023 06:652;13;7;1,1;0;122;7,1;0,4;4,9;10;14,9;0;11,4;0;72,5;;;;;;;;;;
01-01-2023 01:653;22;12;1,5;0;132;6,8;0,6;11,4;10,9;22,4;0;12,6;75;70,2;;;;;;;;;;
01-01-2023 02:653;27;10;1,6;0;127;10,8;0,5;7,8;4,5;12,2;0;19;277;55,5;;;;;;;;;;
01-01-2023 03:653;27;8;2,2;0;112;12,9;0,4;7,3;4,2;11,4;0;21;441;46;;;;;;;;;;
01-01-2023 04:653;25;8;2,3;0;104;14,3;0,4;5;2,7;7,7;0;20,9;454;43,2;;;;;;;;;;
01-01-2023 05:653;21;9;2,1;0;126;14,5;0,3;4,1;2;6,1;0;23,3;619;39,9;;;;;;;;;;
01-01-2023 06:653;17;7;2,2;0;118;15,4;0,3;2,4;1,1;3,5;0;23,3;516;37,1;;;;;;;;;;
01-01-2023 01:654;16;7;2,1;0;121;15,1;0,3;4,7;2,2;6,9;0;23,3;550;37,3;;;;;;;;;;
01-01-2023 02:654;12;9;1,9;0;123;15,7;0,3;2,3;1,3;3,5;0;23,6;439;37,1;;;;;;;;;;
01-01-2023 03:654;10;8;2,1;0;112;15,9;0,4;3,6;1,4;5,1;0;24,1;574;36,7;;;;;;;;;;
01-01-2023 04:654;16;6;2,1;0;114;16,4;0,3;2,9;1,3;4,2;0;23,7;471;35,4;;;;;;;;;;
01-01-2023 05:654;16;9;2,2;0;119;15,8;0,4;3,9;2,6;6,5;0;22;218;37,1;;;;;;;;;;
01-01-2023 06:654;15;8;2,4;0;102;14,1;0,6;6,4;5,3;11,7;0;18,2;81;45,1;;;;;;;;;;
01-01-2023 01:655;22;17;1,7;0;93;9,6;0,9;12;11,1;23,2;0;16,3;0;50,6;;;;;;;;;;
01-01-2023 02:655;34;18;1,2;0;113;5,3;0,8;11,3;15,3;26,6;0;14,7;0;58,9;;;;;;;;;;
01-01-2023 03:655;22;12;1;0;126;7,5;0,5;6,2;10,6;16,9;0;14,6;0;62,5;;;;;;;;;;
01-01-2023 04:655;13;11;1;0;151;7,2;0,4;1,2;8,8;10;0;14,2;0;65,1;;;;;;;;;;
01-01-2023 05:655;11;11;0,7;0;155;8,7;0,4;0;5,3;5,3;0;14,1;0;66,2;;;;;;;;;;
01-01-2023 06:655;7;7;0,8;0;138;9,3;0,3;0;0;0;0;13,7;0;66,4;;;;;;;;;;
01-01-2023 01:656;26;23;0,7;0;145;6;0,3;0;8,7;8,7;0;13,1;0;66,9;;;;;;;;;;
01-01-2023 02:656;40;14;0,4;0;199;4,7;0,4;5,6;9,3;14,9;0;11,9;0;69,3;;;;;;;;;;
01-01-2023 03:656;27;16;0,4;0;179;7,2;0,3;2,2;6,7;8,9;0;12,7;0;67,9;;;;;;;;;;
01-01-2023 04:656;32;8;0,5;0;150;7,5;0,3;0,3;7,2;7,6;0;12,9;0;67,5;;;;;;;;;;
01-01-2023 05:656;35;13;0,4;0;180;5,9;0,4;18,2;10;28,2;0;12,8;0;67,4;;;;;;;;;;
01-01-2023 06:656;25;17;0,8;0,1;127;3,8;0,5;11,2;12,9;24,1;0;12,7;0;69,7;;;;;;;;;;
01-01-2023 01:657;15;15;0,6;0;133;4,8;0,7;13,8;12,4;26,2;0;12,1;37;75,1;;;;;;;;;;
01-01-2023 02:657;16;10;1,4;0;113;9,7;0,5;9,2;8,4;17,6;0;13,9;46;65,9;;;;;;;;;;
01-01-2023 03:657;19;11;0,9;0;129;9,3;0,5;7,7;6,6;14,4;0;14,8;89;66;;;;;;;;;;
01-01-2023 04:657;23;8;1,4;0;137;10,9;0,4;2,9;4;6,9;0;16,3;125;62,1;;;;;;;;;;
01-01-2023 05:657;20;8;1,6;0;144;11,6;0,4;1,9;2,6;4,5;0;17,8;170;59,2;;;;;;;;;;
01-01-2023 06:657;19;12;2;0;111;11,1;0,5;8;3,9;11,8;0;18,5;288;57,2;;;;;;;;;;
01-01-2023 01:658;13;8;1,8;0,4;120;11,3;0,4;7,9;3,5;11,4;0;17,5;172;54,1;;;;;;;;;;
01-01-2023 02:658;17;9;2,3;0,3;132;12;0,4;2,7;2,9;5,6;0;14,2;128;63,5;;;;;;;;;;
01-01-2023 03:658;13;7;2;0;115;13,5;0,4;7,1;3,9;11;0;17,6;315;54,1;;;;;;;;;;
01-01-2023 04:658;24;9;1,9;0;111;13,6;0,5;8,2;5,1;13,3;0;19,2;260;46,5;;;;;;;;;;
01-01-2023 05:658;18;10;2,2;0;126;12,2;0,4;6;4,5;10,5;0;17,4;154;53,1;;;;;;;;;;
01-01-2023 06:658;20;10;2,2;0;126;10,7;0,5;4,1;5,1;9,3;0;15,1;52;59,7;;;;;;;;;;
01-01-2023 01:659;20;12;1,9;0;120;7,2;0,7;10,4;10,2;20,6;0;13,4;0;64,4;;;;;;;;;;
01-01-2023 02:659;15;15;1,7;0;131;8,8;0,5;3,4;6,5;9,9;0;13,4;0;66,6;;;;;;;;;;
01-01-2023 03:659;19;13;1,7;0;132;6,1;0,5;5,7;9,4;15,1;0;12,2;0;72,3;;;;;;;;;;
01-01-2023 04:659;18;11;1,9;0;78;6,6;0,6;14,3;9,5;23,8;0;13;0;68,9;;;;;;;;;;
01-01-2023 05:659;10;7;1,8;0;114;8,6;0,4;4,5;5,9;10,4;0;13,3;0;65,4;;;;;;;;;;
01-01-2023 06:659;9;7;1,6;0;121;8,2;0,3;3,8;5,6;9,5;0;12,5;0;68,7;;;;;;;;;;
01-01-2023 01:660;0;8;1,7;0;122;14,3;0,2;0;0;0;0;12,4;0;68,2;;;;;;;;;;
01-01-2023 02:660;0;9;1,5;0;111;12,9;0,2;0;0;0;0;11,8;0;71;;;;;;;;;;
01-01-2023 03:660;0;8;1,8;0;104;12,1;0,3;0;0;0;0;11,5;0;71,1;;;;;;;;;;
01-01-2023 04:660;0;6;1,4;0;127;10,4;0,2;0;0;0;0;11,2;0;73;;;;;;;;;;
01-01-2023 05:660;0;12;1,3;0;109;10,1;0,3;0,7;5,5;6,2;0;11,7;0;70,9;;;;;;;;;;
01-01-2023 06:660;9;8;1,8;0;88;10,1;0,4;7,6;8,8;16,4;0;12,3;0;65,7;;;;;;;;;;
01-01-2023 01:661;21;7;1,8;0;114;9,5;0,6;8,2;10,4;18,6;0;12,6;29;65,4;;;;;;;;;;
