;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
DateTime;;;;;;;;;;;;;;;;;;;;;;;;
;PM10;PM2.5;Vel Viento;Precipitacion;Dir Viento;OZONO;CO;NO;NO2;NOX;SO2;Temperatura;Rad Solar;HR;;;;;;;;;;
;µg/m3;µg/m3;m/s;mm;Grados;ppb;ppm;ppb;ppb;ppb;ppb;°C;W/M²;%;;;;;;;;;;
01-01-2023 06:378;53;40;0,5;6;350;20,8;1;16,4;31,9;48,3;1,5;16,1;27;65,1;;;;;;;;;;
01-01-2023 01:379;43;0;0,4;0,3;137;9,3;1;10,2;41,6;51,9;1,3;12,3;0;78,6;;;;;;;;;;
01-01-2023 02:379;44;0;0,3;0;175;4,1;1,1;14,7;41,2;56;1,4;11,4;0;81,9;;;;;;;;;;
01-01-2023 03:379;54;0;0,5;0;50;2,6;1,8;56,2;41,2;97,4;1,6;11,6;0;84,2;;;;;;;;;;
01-01-2023 04:379;66;0;0,4;0;71;2,5;1,6;58,2;38,5;96,7;1,6;11,7;0;82,2;;;;;;;;;;
01-01-2023 05:379;62;0;0,6;0;127;3;0,8;23,2;29,3;52,5;1,4;10,9;0;81,8;;;;;;;;;;
01-01-2023 06:379;60;0;0,5;0;96;3,5;0,8;29;30,9;59,9;1,7;11,3;0;81,8;;;;;;;;;;
01-01-2023 01:380;51;39;0,3;0;158;3,2;0,5;14,3;27,4;41,7;1,4;11,3;0;81;;;;;;;;;;
01-01-2023 02:380;52;36;0,6;0;257;4,1;0,6;16,4;26,8;43,2;1,7;12,2;0;80,4;;;;;;;;;;
01-01-2023 03:380;62;43;0,7;0;269;2,9;0,7;19,1;27,2;46,3;3,6;12,4;0;79;;;;;;;;;;
01-01-2023 04:380;59;38;0,1;0;272;2,5;0,7;29,6;26,2;55,8;3,9;12,3;0;79,5;;;;;;;;;;
01-01-2023 05:380;60;45;0,4;0;171;2,5;0,7;33,1;24,5;57,6;3;12,2;0;79,6;;;;;;;;;;
01-01-2023 06:380;37;28;1;0;120;10,7;0,3;7,2;15,1;22,3;1,9;11,6;0;76,9;;;;;;;;;;
01-01-2023 01:381;27;18;1,3;0;121;18,6;0,3;2,8;7,2;10;1,5;12,1;6;73,4;;;;;;;;;;
01-01-2023 02:381;30;22;1,2;0;125;15;0,4;5;12,5;17,6;1,5;12,7;17;71,1;;;;;;;;;;
01-01-2023 03:381;37;13;0,5;0;145;18,5;0,3;3,7;7,3;11,1;1,6;13,3;59;70,2;;;;;;;;;;
01-01-2023 04:381;31;6;0,9;0;203;21,8;0,3;5;5,7;10,7;1,9;17,7;315;61,4;;;;;;;;;;
01-01-2023 05:381;37;21;3,2;0;236;18,8;0,4;12,2;9,2;21,4;2,1;17,8;354;59,3;;;;;;;;;;
01-01-2023 06:381;28;11;1,8;0;254;23,5;0,4;7,6;7,2;14,8;2,4;18,6;421;57,5;;;;;;;;;;
01-01-2023 01:382;29;6;2,5;0;247;27,2;0,4;6,9;7,4;14,4;2,1;19,5;429;54,1;;;;;;;;;;
01-01-2023 02:382;21;1;4;0;240;26,6;0,3;6,4;4,8;11,3;1,9;20,8;742;51,9;;;;;;;;;;
01-01-2023 03:382;19;0;3,7;0;241;29;0,3;4,7;4,2;8,8;1,7;21,1;579;49,2;;;;;;;;;;
01-01-2023 04:382;14;2;3,4;0;251;29,4;0,3;5,5;4,7;10,2;1,7;21;464;46,7;;;;;;;;;;
01-01-2023 05:382;20;9;2,8;0;234;28,2;0,3;6,4;6,4;12,9;1,8;20,6;248;46,9;;;;;;;;;;
01-01-2023 06:382;26;14;2,6;0;244;22,7;0,4;7,8;12,6;20,4;2,4;18,1;84;52;;;;;;;;;;
01-01-2023 01:383;24;18;2,6;0;245;18,5;0,5;7,4;15,3;22,7;2;15,2;0;56,9;;;;;;;;;;
01-01-2023 02:383;33;10;1,7;0;246;14,7;0,5;10,9;19,8;30,7;2,7;14,5;0;57,7;;;;;;;;;;
01-01-2023 03:383;24;18;1,3;0;250;16,9;0,4;8;16,1;24,1;3,1;14,3;0;58,2;;;;;;;;;;
01-01-2023 04:383;46;19;1,4;0;225;11,6;0,4;7,6;21;28,6;6,6;13,7;0;61,8;;;;;;;;;;
01-01-2023 05:383;34;19;1,5;0;250;13,7;0,3;7,4;17;24,4;4,8;13,6;0;66,2;;;;;;;;;;
01-01-2023 06:383;23;18;1,2;0;216;16,8;0,2;3,6;9,8;13,4;3,2;13,3;0;67,3;;;;;;;;;;
01-01-2023 01:384;23;23;0,3;0;156;14,6;0,2;2,7;10,2;13;2;12,7;0;66,6;;;;;;;;;;
01-01-2023 02:384;35;15;0,4;0;136;4;0,2;4,8;13,9;18,7;1,9;12,3;0;67,6;;;;;;;;;;
01-01-2023 03:384;27;17;0,4;0;147;6,1;0,2;3,4;10,4;13,8;1,8;10,9;0;69,5;;;;;;;;;;
01-01-2023 04:384;23;19;0,4;0;165;7,9;0,1;2,3;7,5;9,9;2,3;9,7;0;70,8;;;;;;;;;;
01-01-2023 05:384;24;12;0,5;0;162;7,5;0,1;2,7;7,1;9,8;2,2;9,9;0;73,3;;;;;;;;;;
01-01-2023 06:384;13;12;0,6;0;165;7,4;0,3;6,3;9,4;15,6;1,6;10;0;70,2;;;;;;;;;;
01-01-2023 01:385;32;27;0,5;0;152;5,4;0,4;10,6;12,6;23,2;3;11,4;24;71;;;;;;;;;;
01-01-2023 02:385;32;20;0,3;0;200;9,2;0,3;10,4;10,8;21,1;4,7;13,9;86;65,9;;;;;;;;;;
01-01-2023 03:385;48;37;0,8;0;309;14,7;0,5;15,9;14,1;30;3,7;16,3;211;60,9;;;;;;;;;;
01-01-2023 04:385;53;36;1;0;324;22,2;0,4;10,9;10,7;21,6;2,1;19,8;440;52,7;;;;;;;;;;
01-01-2023 05:385;37;28;2,2;0;245;25,6;0,3;6,2;8,3;14,5;1,7;19,9;296;49,8;;;;;;;;;;
01-01-2023 06:385;45;26;2,5;0;230;29,3;0,3;4,9;6,5;11,4;2;19,2;436;54,4;;;;;;;;;;
01-01-2023 01:386;28;28;3,9;0;221;27,8;0,3;4;3,6;7,6;2,2;19,3;353;54,7;;;;;;;;;;
01-01-2023 02:386;37;24;3,9;0;231;25,7;0,3;5,1;3,5;8,6;1,9;19,9;511;56,6;;;;;;;;;;
01-01-2023 03:386;27;23;3,1;0;247;25,5;0,3;5;4;8,9;1,7;18,8;331;58,6;;;;;;;;;;
01-01-2023 04:386;28;18;3,2;0;241;25,6;0,2;3,9;2,8;6,8;1,8;18,9;298;57,5;;;;;;;;;;
01-01-2023 05:386;0;26;2,8;0;237;24,5;0,3;5,6;3,6;9,2;1,8;19,5;243;55,2;;;;;;;;;;
01-01-2023 06:386;34;26;2,6;0;234;18,5;0,4;7,6;9;16,5;1,9;16,4;28;61,8;;;;;;;;;;
01-01-2023 01:387;35;33;2,2;0;233;15,4;0,5;7,4;11,7;19,1;2,2;14,7;0;68,7;;;;;;;;;;
01-01-2023 02:387;40;29;1,4;0;255;13;0,5;8,6;15,2;23,7;2,1;14,2;0;71,1;;;;;;;;;;
01-01-2023 03:387;46;31;1,4;0;255;9,9;0,6;8,9;19,3;28,2;2,8;14,2;0;70,4;;;;;;;;;;
01-01-2023 04:387;31;26;2;0;247;12,4;0,4;7,4;15,2;22,6;1,8;13,7;0;71,9;;;;;;;;;;
01-01-2023 05:387;25;15;1,1;0;260;15,8;0,3;5,3;9,2;14,5;1,3;13,1;0;71,8;;;;;;;;;;
01-01-2023 06:387;14;14;0,9;0;315;18;0,2;2,8;6,5;9,3;1,3;13,1;0;71,9;;;;;;;;;;
01-01-2023 01:388;24;20;0,4;0;146;10,4;0,2;2,8;6,5;9,4;1,3;11,8;0;70,4;;;;;;;;;;
01-01-2023 02:388;28;18;0,4;0;167;9,5;0,1;2,4;4,4;6,8;1,1;10,6;0;70,2;;;;;;;;;;
01-01-2023 03:388;22;22;0,3;0;144;9,7;0,1;2,7;4,7;7,4;1,3;10,3;0;73,1;;;;;;;;;;
01-01-2023 04:388;26;23;0,6;0;157;3,7;0,2;6,4;8,9;15,3;1,4;10,2;0;72,4;;;;;;;;;;
01-01-2023 05:388;36;21;0,5;0;158;3,3;0,2;10,3;9,2;19,5;2,3;9,9;0;74,1;;;;;;;;;;
01-01-2023 06:388;31;27;0,4;0;146;2,8;0,2;12;9,4;21,3;1,7;10,4;0;71,8;;;;;;;;;;
01-01-2023 01:389;32;25;0,6;0;153;3,4;0,4;14,7;9,4;24,2;1,7;10,9;7;69,7;;;;;;;;;;
01-01-2023 02:389;60;36;0,3;0;172;4,4;0,6;24,6;12,2;36,8;4,2;12,5;58;68,1;;;;;;;;;;
01-01-2023 03:389;53;35;0,5;0;246;9,4;0,6;25,4;13,5;38,9;4,7;16,8;286;60,4;;;;;;;;;;
01-01-2023 04:389;58;37;1,1;0;263;16,5;0,7;21,3;20,5;41,8;4;19,1;322;53,2;;;;;;;;;;
01-01-2023 05:389;46;38;1,2;0;284;23,7;0,7;14,5;19,2;33,6;2,7;18,8;289;52,6;;;;;;;;;;
01-01-2023 06:389;55;37;2,9;0;230;25,5;0,5;9,4;13,7;23,1;3;18,3;189;55,5;;;;;;;;;;
01-01-2023 01:390;53;39;2,3;0;222;16,1;0,7;15,7;16,5;32,2;2,8;15,9;78;66,2;;;;;;;;;;
01-01-2023 02:390;39;36;2,2;0;226;18,7;0,5;10,7;11,2;22;2,4;16,8;220;66;;;;;;;;;;
01-01-2023 03:390;43;34;2;0;234;21,1;0,5;10,7;8;18,6;2,6;18,5;283;59,4;;;;;;;;;;
01-01-2023 04:390;37;27;2;0;240;21,6;0,5;9,8;9;18,9;3,5;18,4;170;57;;;;;;;;;;
01-01-2023 05:390;36;25;2,4;0;217;20,8;0,4;7,3;8,7;16;2,6;17,7;123;61,9;;;;;;;;;;
01-01-2023 06:390;27;24;2,4;0;214;14;0,5;8,4;10,7;19,1;2,3;15,9;24;61,6;;;;;;;;;;
01-01-2023 01:391;0;29;0,6;0;178;14,7;0,4;4,1;9,8;13,9;1,8;14,7;0;64,3;;;;;;;;;;
01-01-2023 02:391;34;27;0,6;0;88;11,4;0,6;11,2;17,4;28,6;1,4;14,1;0;68,5;;;;;;;;;;
01-01-2023 03:391;20;20;1,1;0;130;18,5;0,3;3,1;6,7;9,9;1,1;13,1;0;67,5;;;;;;;;;;
01-01-2023 04:391;27;19;0,8;0;137;13,7;0,5;3,3;10,8;14,1;1,8;11,1;0;71,1;;;;;;;;;;
01-01-2023 05:391;31;21;0,9;0;136;11;0,4;4,1;13,4;17,5;2,8;10,2;0;75;;;;;;;;;;
01-01-2023 06:391;22;11;0,5;0;149;12,2;0,3;3,6;11,4;15;1,4;9,6;0;76,3;;;;;;;;;;
01-01-2023 01:392;18;17;1;0;110;11,5;0,3;4,4;11;15,4;1,6;9,4;0;77,5;;;;;;;;;;
01-01-2023 02:392;22;15;1;0;115;14,5;0,2;2;7,1;9,2;2,1;11,2;0;74,6;;;;;;;;;;
01-01-2023 03:392;18;15;1,1;0;117;17;0,2;2,2;4;6,2;2,1;11,6;0;72,1;;;;;;;;;;
01-01-2023 04:392;12;11;1,3;0;114;15,7;0,2;2,4;6,3;8,7;3;11,4;0;69,9;;;;;;;;;;
01-01-2023 05:392;11;11;1,2;0;114;14,5;0,2;2,6;7,7;10,2;1,6;9,7;0;73,2;;;;;;;;;;
01-01-2023 06:392;13;10;1,3;0;129;22,3;0,2;1,5;3,9;5,5;1,2;9,9;0;73,7;;;;;;;;;;
01-01-2023 01:393;15;9;1,7;0;110;18,5;0,3;4,9;7,9;12,8;1,2;12,5;44;69,1;;;;;;;;;;
01-01-2023 02:393;12;7;2;0;117;23,1;0,2;6,4;4,2;10,6;1,4;17,6;178;53,4;;;;;;;;;;
01-01-2023 03:393;0;15;2,1;0;136;25;0,2;2,1;0,3;2,4;1,2;20,8;414;49;;;;;;;;;;
01-01-2023 04:393;18;12;1,4;0;133;27,2;0,1;0;0;0;1,1;22,1;332;43,8;;;;;;;;;;
01-01-2023 05:393;17;13;1,7;0;139;28,6;0,2;2,1;0,3;2,5;1,2;20,9;205;42,7;;;;;;;;;;
01-01-2023 06:393;15;15;1,6;0;112;26,4;0,2;3,4;1,6;5;1,1;19,6;352;47,6;;;;;;;;;;
01-01-2023 01:394;14;13;1,8;0;153;26,2;0,2;2,3;0,2;2,5;1,1;22,3;381;43,6;;;;;;;;;;
01-01-2023 02:394;12;10;2;0;123;26,5;0,2;2,4;0;2,3;1;22;433;43;;;;;;;;;;
01-01-2023 03:394;0;17;1,7;0;155;26,2;0,2;1,4;0;1;1,1;21,1;263;45,3;;;;;;;;;;
01-01-2023 04:394;0;15;1,8;0;159;24,8;0,2;1,6;0;1,4;1,2;19,7;123;47,6;;;;;;;;;;
01-01-2023 05:394;0;16;1,5;0;156;23,1;0,2;2,7;0,1;2,9;1,1;19,7;168;49,4;;;;;;;;;;
01-01-2023 06:394;18;11;1,4;0;151;21,3;0,2;2,5;2,1;4,6;1,3;17,3;47;52,1;;;;;;;;;;
01-01-2023 01:395;0;18;1,4;0;137;20,2;0,2;2,3;2,9;5,2;1;13,7;0;61,9;;;;;;;;;;
01-01-2023 02:395;14;14;1,4;0;132;17,2;0,3;2,5;4,2;6,8;0,9;12,5;0;68,1;;;;;;;;;;
01-01-2023 03:395;17;17;1,2;0;131;14,6;0,3;3,6;6,8;10,3;1;12;0;69,9;;;;;;;;;;
01-01-2023 04:395;18;16;1,5;0;117;15,6;0,3;4,2;7,3;11,5;1;12;0;71;;;;;;;;;;
01-01-2023 05:395;27;15;1;0;124;11,6;0,3;4,5;9,3;13,8;0,9;11,4;0;72,9;;;;;;;;;;
01-01-2023 06:395;13;13;1,2;0;132;15,9;0,2;2,6;4,1;6,7;0,8;11,5;0;75,2;;;;;;;;;;
01-01-2023 01:396;0;16;1,1;0;132;19,5;0,1;2;1,4;3,4;1,1;11,9;0;71,5;;;;;;;;;;
01-01-2023 02:396;11;11;0,9;0;126;18,2;0,1;1,7;1,3;2,9;1;10,6;0;72,9;;;;;;;;;;
01-01-2023 03:396;8;5;0,5;0;139;17,6;0,1;2,5;2,1;4,5;1;10,6;0;73;;;;;;;;;;
01-01-2023 04:396;10;8;0,4;0;134;13,8;0,1;2,9;5,5;8,3;1,1;9,4;0;73,3;;;;;;;;;;
01-01-2023 05:396;35;21;0,2;0;31;3,6;0,6;41,8;17,2;59;1,3;9;0;78,2;;;;;;;;;;
01-01-2023 06:396;82;39;0,2;0;349;2,6;1,6;138,1;21,9;160;1,9;9,6;0;79,5;;;;;;;;;;
01-01-2023 01:397;53;28;0,4;0;161;3,8;1,1;80,3;22;102,4;1,9;10,2;28;79,4;;;;;;;;;;
01-01-2023 02:397;30;13;1,1;0;128;8,8;0,5;20,6;13,1;33,7;1,7;14,6;113;68,3;;;;;;;;;;
01-01-2023 03:397;19;11;1,3;0;131;13,6;0,3;9,5;6,7;16,2;1,2;16,1;131;59,7;;;;;;;;;;
01-01-2023 04:397;20;10;1,5;0;138;16;0,2;6,2;3,7;9,9;1,1;17,5;226;57,1;;;;;;;;;;
01-01-2023 05:397;13;8;1,5;0;134;19,6;0,2;5,7;2;7,6;1,1;20;406;49,9;;;;;;;;;;
01-01-2023 06:397;13;7;1,9;0;123;20;0,2;4,8;1,8;6,6;1,1;22,5;586;43,5;;;;;;;;;;
01-01-2023 01:398;15;12;3;0;94;19,1;0,3;9,9;3,9;13,7;1;21,6;506;41,5;;;;;;;;;;
01-01-2023 02:398;18;11;2;0;124;19,6;0,2;5,4;1,9;7,3;1;22,7;420;42;;;;;;;;;;
01-01-2023 03:398;26;14;1,7;0;153;18,8;0,2;5;1,9;6,9;1;22,6;369;43,4;;;;;;;;;;
01-01-2023 04:398;27;13;1,6;0;152;19,8;0,2;5,2;1,8;7;1,1;24,3;513;40,4;;;;;;;;;;
01-01-2023 05:398;34;14;1,9;0;159;20,1;0,2;4;2,7;6,8;1,4;22,5;196;41,4;;;;;;;;;;
01-01-2023 06:398;47;18;1,4;0;149;16;0,4;4,6;7,1;11,7;2,1;16,8;24;53,8;;;;;;;;;;
01-01-2023 01:399;19;14;1,1;0;150;15,9;0,4;3,8;6,6;10,4;1,1;14,2;0;61,5;;;;;;;;;;
01-01-2023 02:399;19;19;0,8;0;148;15,6;0,3;4,9;6,4;11,4;1,2;14,1;0;64,3;;;;;;;;;;
01-01-2023 03:399;23;17;1,3;0;126;12,9;0,3;5,8;9,3;15,1;1,5;13,4;0;63,7;;;;;;;;;;
01-01-2023 04:399;17;9;1,2;0;135;10,6;0,3;5,6;11,5;17,1;1,1;12,1;0;67,2;;;;;;;;;;
01-01-2023 05:399;13;13;1;0;132;9,8;0,3;5,2;10,6;15,8;1,1;11,3;0;69;;;;;;;;;;
01-01-2023 06:399;11;11;1,3;0;125;12,5;0,2;4;6,7;10,7;1,3;10,9;0;69,2;;;;;;;;;;
01-01-2023 01:400;0;23;1,1;0;126;12,2;0,1;2,8;6,9;9,7;1,6;10,5;0;71,2;;;;;;;;;;
01-01-2023 02:400;0;16;1,3;0;135;11,5;0,1;2,8;4,5;7,3;1,6;10,2;0;70,9;;;;;;;;;;
01-01-2023 03:400;11;11;1,4;0;127;10,1;0,1;2,9;4,6;7,5;2,1;10,2;0;70,7;;;;;;;;;;
01-01-2023 04:400;13;13;1,2;0;124;10,6;0,1;3,2;6;9,1;1,2;10,9;0;70;;;;;;;;;;
01-01-2023 05:400;24;15;0,8;0;131;8,6;0,1;5,2;9,4;14,7;1;11,4;0;70;;;;;;;;;;
01-01-2023 06:400;17;14;0,6;0;134;4,7;0,4;13,1;15,8;28,9;1,6;11,2;0;70,9;;;;;;;;;;
01-01-2023 01:401;46;19;0,8;0;134;4;0,7;29,9;16,7;46,6;2,9;11,8;26;71;;;;;;;;;;
01-01-2023 02:401;19;9;1,4;0;138;10,1;0,3;13,5;6,7;20,2;1,2;17;161;62,4;;;;;;;;;;
01-01-2023 03:401;20;11;1,4;0;133;14,3;0,2;9,1;4,1;13,3;1,3;19,1;217;50,6;;;;;;;;;;
01-01-2023 04:401;20;12;1,4;0;138;15,6;0,2;7,7;3,2;10,9;1,1;20,5;259;48,7;;;;;;;;;;
01-01-2023 05:401;16;10;1,5;0;113;17,4;0,2;7,4;2,2;9,6;1,2;24,2;623;40,3;;;;;;;;;;
01-01-2023 06:401;19;13;2;0;119;17,5;0,2;6;1,7;7,7;1,1;23,4;451;38,5;;;;;;;;;;
01-01-2023 01:402;25;8;1,9;0;138;18,5;0,2;7,2;2;9,2;1;23,8;512;39,2;;;;;;;;;;
01-01-2023 02:402;18;7;1,2;0;158;20,7;0,2;4,3;1,1;5,4;1,2;25,4;551;36,5;;;;;;;;;;
01-01-2023 03:402;71;31;3,6;0;254;17,9;0,6;16,3;13,5;29,8;1,6;17,8;128;60,9;;;;;;;;;;
01-01-2023 04:402;52;24;3,4;0;237;16,4;0,6;17,4;12,8;30,2;1,9;17,4;118;64,2;;;;;;;;;;
01-01-2023 05:402;45;24;2,4;0;220;13,8;0,6;19,1;12,6;31,7;1,8;18;86;59,4;;;;;;;;;;
01-01-2023 06:402;51;29;1,6;0;293;10;1,1;28,9;21,2;50,1;3;17,4;30;56,3;;;;;;;;;;
01-01-2023 01:403;63;27;1,5;0;253;5,4;1,4;32,8;23,9;56,7;3,4;15,4;0;62,7;;;;;;;;;;
01-01-2023 02:403;70;28;0,2;0;282;2,9;1,5;41,1;27,7;68,8;4,6;14,3;0;65,5;;;;;;;;;;
01-01-2023 03:403;87;37;0,8;0;333;2,8;1,7;65,7;29,9;95,6;3,5;14,6;0;67;;;;;;;;;;
01-01-2023 04:403;37;23;0,5;0;141;3,7;0,7;24,9;22,2;47,1;2,4;14,2;0;67,6;;;;;;;;;;
01-01-2023 05:403;42;23;0,2;0;155;4,8;0,6;18,5;18,1;36,6;1,9;14,3;0;67;;;;;;;;;;
01-01-2023 06:403;23;12;0,8;0;137;9,1;0,2;4,8;8,2;13;1,3;14;0;67,8;;;;;;;;;;
01-01-2023 01:404;21;21;0,9;0;133;10,2;0,2;4,1;6,6;10,8;2;13,9;0;66,8;;;;;;;;;;
01-01-2023 02:404;20;17;0,7;0;131;9,2;0,1;3,8;6,9;10,7;2;13,5;0;68,1;;;;;;;;;;
01-01-2023 03:404;20;17;0,3;0;166;7,4;0,1;3,6;8,1;11,8;1,8;13,1;0;69,8;;;;;;;;;;
01-01-2023 04:404;25;17;0,8;0;141;5,7;0,2;5,8;9,1;14,9;2,7;12,8;0;70,3;;;;;;;;;;
01-01-2023 05:404;20;13;1,3;0;133;4,8;0,2;11,6;11,2;22,8;2,3;11,9;0;71,8;;;;;;;;;;
01-01-2023 06:404;30;19;1,2;0;106;2,9;0,4;27;13,8;40,8;3,7;11,5;0;72,5;;;;;;;;;;
01-01-2023 01:405;25;17;0,9;0;140;3,7;0,5;21,9;11,6;33,5;1,9;12,5;16;71,6;;;;;;;;;;
01-01-2023 02:405;28;11;1,3;0;133;6,5;0,4;12,4;8,7;21,1;1,4;13,4;19;69;;;;;;;;;;
01-01-2023 03:405;23;13;1,2;0;136;7,4;0,3;11,6;7,9;19,5;1,6;13,8;58;71,3;;;;;;;;;;
01-01-2023 04:405;0;10;0;0;0;0;0;0;0;0;0;15,2;0;0;;;;;;;;;;
01-01-2023 05:405;26;15;0;0;0;0;0;0;0;0;0;18,3;0;0;;;;;;;;;;
01-01-2023 06:405;17;16;1,9;0;61;17,1;0,6;19,1;15,3;34,4;1,3;19;322;51,1;;;;;;;;;;
01-01-2023 01:406;11;8;2;0;129;18;0,2;5,4;2,7;8,1;1,5;21,7;373;47,4;;;;;;;;;;
01-01-2023 02:406;12;12;2,9;0;59;20,8;0,3;10,3;4,5;14,8;0,9;19,9;437;46,6;;;;;;;;;;
01-01-2023 03:406;12;12;1,6;0;109;23;0,3;5,7;2,6;8,3;0,9;21;350;45,9;;;;;;;;;;
01-01-2023 04:406;28;14;1,7;0;145;24,2;0,2;3,4;2,1;5,5;1,1;20,5;226;47,7;;;;;;;;;;
01-01-2023 05:406;46;15;1,5;0;153;23,4;0,2;4;2,7;6,7;2,8;22,5;254;43,6;;;;;;;;;;
01-01-2023 06:406;45;18;1,4;0;148;20,8;0,3;4,1;5,8;9,8;1,7;19,6;55;44,3;;;;;;;;;;
01-01-2023 01:407;24;14;0,7;0;161;15,9;0,5;5,3;11,2;16,5;1,1;14,8;0;56,2;;;;;;;;;;
01-01-2023 02:407;22;20;0,7;0;145;11,4;0,5;5,5;14,7;20,2;1,6;13,2;0;64,1;;;;;;;;;;
01-01-2023 03:407;36;20;0,4;0;88;8;0,9;22,4;22,1;44,6;1,5;13,1;0;70;;;;;;;;;;
01-01-2023 04:407;49;25;0,4;0;140;6,2;0,8;25,9;24,5;50,4;1,7;13,8;0;69,7;;;;;;;;;;
01-01-2023 05:407;26;19;0,9;0;147;10;0,3;5;13,7;18,7;1,2;13,1;0;71,5;;;;;;;;;;
01-01-2023 06:407;29;21;0,7;0;206;10,6;0,4;13,9;13,9;27,8;1,6;12,8;0;72,5;;;;;;;;;;
01-01-2023 01:408;57;25;1,1;0;253;2,7;0,7;30,2;23,1;53,3;2,6;13,2;0;71,9;;;;;;;;;;
01-01-2023 02:408;44;25;0,1;0;313;2,5;0,6;26,3;22,8;49,1;3,8;13,2;0;71,3;;;;;;;;;;
01-01-2023 03:408;22;14;1;0;134;12,4;0,3;7,7;9,1;16,8;1,7;13,1;0;71,7;;;;;;;;;;
01-01-2023 04:408;0;18;0,9;0;126;19,6;0,2;2,4;4,3;6,7;1,4;12,9;0;71,3;;;;;;;;;;
01-01-2023 05:408;23;23;0,6;0;140;10;0,2;5,2;17,4;22,6;1,2;12,8;0;71,4;;;;;;;;;;
01-01-2023 06:408;29;27;1,1;0;61;11;0,7;26,2;20,1;46,3;1,3;13,2;0;65,3;;;;;;;;;;
01-01-2023 01:409;33;28;0,5;0;135;9,9;0,8;22,3;23,1;45,4;1,8;13,9;19;61,4;;;;;;;;;;
01-01-2023 02:409;40;28;0,9;0;134;13,6;0,7;23,4;20,2;43,5;1,5;16,5;131;54,9;;;;;;;;;;
01-01-2023 03:409;28;23;1,5;0;131;23,1;0,3;8,4;6,7;15,1;1,2;20,8;237;43,7;;;;;;;;;;
01-01-2023 04:409;32;16;2,2;0;111;25,2;0,2;8;5,9;14;1;22,2;313;33,1;;;;;;;;;;
01-01-2023 05:409;28;17;2,1;0;124;25,7;0,2;5;3,6;8,6;1,1;24,1;660;31,9;;;;;;;;;;
01-01-2023 06:409;17;13;2,3;0;123;27,4;0,2;3,2;1,7;5;1;25,1;723;29,2;;;;;;;;;;
01-01-2023 01:410;35;15;2,2;0;139;27,1;0,2;3,8;2;5,7;1;25,9;649;31,6;;;;;;;;;;
01-01-2023 02:410;28;17;2,3;0;128;25,8;0,2;4,3;2,1;6,4;1;26,1;532;32,5;;;;;;;;;;
01-01-2023 03:410;29;16;2,1;0;114;24,5;0,2;4,5;2,9;7,4;1;23,7;244;36,7;;;;;;;;;;
01-01-2023 04:410;44;19;2;0;91;21,5;0,3;9,1;7,3;16,4;1;21,2;143;42,3;;;;;;;;;;
01-01-2023 05:410;61;31;0,6;0;349;14;0,8;23;21,4;44,4;1,7;20,1;78;49,1;;;;;;;;;;
01-01-2023 06:410;65;31;0,9;0;219;12,4;0,8;18,4;20,7;39,1;3,4;18,6;11;52,8;;;;;;;;;;
01-01-2023 01:411;48;23;1;0;144;15,4;0,5;4,5;11,9;16,4;1,8;16,6;0;55,5;;;;;;;;;;
01-01-2023 02:411;40;27;1,1;0;144;16,4;0,4;3,9;9,8;13,6;1,2;15,1;0;60,6;;;;;;;;;;
01-01-2023 03:411;38;24;1,2;0;140;17,8;0,3;3,4;8,9;12,2;1,1;14,1;0;65,1;;;;;;;;;;
01-01-2023 04:411;38;21;1,3;0;132;16,1;0,4;4;10,2;14,2;1,1;13,3;0;65,8;;;;;;;;;;
01-01-2023 05:411;33;26;1;0;145;15,6;0,3;3,3;9,6;12,9;1,2;12,2;0;69,5;;;;;;;;;;
01-01-2023 06:411;52;31;1;0;132;15,1;0,3;3,1;9,9;13;2,5;11,3;0;70,4;;;;;;;;;;
01-01-2023 01:412;38;24;0,8;0;162;10,5;0,2;3,4;11,3;14,7;1,4;10,3;0;70,2;;;;;;;;;;
01-01-2023 02:412;48;21;1;0;138;7;0,1;4,4;9,8;14,2;1,1;8,9;0;69,1;;;;;;;;;;
01-01-2023 03:412;28;18;0,5;0;140;9,2;0,1;3,5;8,8;12,3;2,6;8,5;0;64,4;;;;;;;;;;
01-01-2023 04:412;31;22;0,4;0;192;6,2;0,1;6;11,7;17,8;2,5;7,7;0;62;;;;;;;;;;
01-01-2023 05:412;32;24;0,4;0;176;2,8;0,2;23,1;16,6;39,8;1,9;7,5;0;60,6;;;;;;;;;;
01-01-2023 06:412;70;37;1;0;139;2,4;0,8;73,7;23,4;97,1;3,1;6,7;0;64,7;;;;;;;;;;
01-01-2023 01:413;50;32;1,5;0;127;4,6;0,9;43,3;26,3;69,7;2,6;10,1;29;70,8;;;;;;;;;;
01-01-2023 02:413;35;22;1,8;0;133;15,5;0,4;12,1;9,3;21,5;1,3;17;57;55,9;;;;;;;;;;
01-01-2023 03:413;30;24;1,1;0;153;26,2;0,2;5,2;3,5;8,8;1,2;21,3;153;41,4;;;;;;;;;;
01-01-2023 04:413;36;22;1,2;0;179;29,6;0,2;5,6;4,1;9,7;1,3;23,4;379;36;;;;;;;;;;
01-01-2023 05:413;43;22;1,2;0;147;29,3;0,2;5,8;5,7;11,6;1,2;24,1;624;32,9;;;;;;;;;;
01-01-2023 06:413;22;18;2,3;0;144;25,5;0,2;2,3;0,1;2,4;1,1;26;700;31,1;;;;;;;;;;
