;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
DateTime;;;;;;;;;;;;;;;;;;;;;;;
;PM10;PM2.5;Vel Viento;Precipitacion;Dir Viento;OZONO;CO;NO;NO2;NOX;;Temperatura;Rad Solar;HR;;;;;;;;BBP;BC ug/m3
;µg/m3;µg/m3;m/s;mm;Grados;ppb;ppm;ppb;ppb;ppb;;°C;W/M²;%;;;;;;;;%;µg/m3
01-01-2023 01:878;8;5;0,6;0,7;100;0;0,2;0,4;4,6;5;;11,4;0;86;;;;;;;;0;0
01-01-2023 02:878;8;5;1,1;0,2;99;0;0,2;0,5;7,6;8;;11,2;0;88;;;;;;;;0;0
01-01-2023 03:878;5;2;1;0;144;0;0,2;0,8;8;8,9;;11,6;0;80;;;;;;;;0;0
01-01-2023 04:878;4;3;1,1;0;132;0;0,2;1,5;6,8;8,3;;12,4;1;73;;;;;;;;0;0
01-01-2023 05:878;9;8;1,3;0;96;0;0,3;2,7;8;10,7;;12,7;33;72;;;;;;;;0;0
01-01-2023 06:878;13;13;0,6;0;33;0;0,3;2,8;7,3;10,1;;13,9;99;67;;;;;;;;0;0
01-01-2023 07:878;11;8;1,4;0;101;0;0,3;1,9;5,8;7,7;;15,5;280;61;;;;;;;;0;0
01-01-2023 01:879;11;3;1,9;0;96;0;0,3;2,1;5,3;7,4;;16,7;430;58;;;;;;;;0;0
01-01-2023 02:879;6;0;2,3;0;100;0;0,2;1,4;4,9;6,3;;16,3;237;59;;;;;;;;0;0
01-01-2023 03:879;5;3;0,5;0;114;0;0,3;2,4;4,5;6,9;;16,2;380;64;;;;;;;;0;0
01-01-2023 04:879;8;2;1,1;0;127;0;0,3;3,4;6;9,4;;15,1;179;68;;;;;;;;0;0
01-01-2023 05:879;14;0;1,9;0;135;0;0,3;2,4;4,4;6,8;;17,3;455;57;;;;;;;;0;0
01-01-2023 06:879;10;0;3,1;0;126;0;0,3;2,9;4,7;7,6;;17;493;58;;;;;;;;0;0
01-01-2023 07:879;11;10;2,4;0;130;0;0,3;2,8;4,5;7,2;;18;249;53;;;;;;;;0;0
01-01-2023 01:880;11;4;3,2;0;121;0;0,3;3,1;5,4;8,5;;15,5;71;61;;;;;;;;0;0
01-01-2023 02:880;19;0;3,1;0;120;0;0,4;4,2;7,8;12;;14,2;31;64;;;;;;;;0;0
01-01-2023 03:880;18;1;2,2;0;124;0;0,6;6,2;10;16,3;;13,2;0;69;;;;;;;;0;0
01-01-2023 04:880;14;2;0,9;0;162;0;0,5;5,2;11,2;16,3;;13,2;0;68;;;;;;;;0;0
01-01-2023 05:880;9;5;1,2;0;130;0;0,4;2,3;7,3;9,6;;12,7;0;71;;;;;;;;0;0
01-01-2023 06:880;13;6;0,9;0;98;0;0,3;0,9;6,4;7,3;;12;0;73;;;;;;;;0;0
01-01-2023 07:880;8;3;1,9;0;103;0;0,3;1,2;5,7;6,9;;12,1;0;73;;;;;;;;0;0
01-01-2023 01:881;7;5;0,3;0;67;0;0,2;0,2;4,7;4,9;;12,5;0;73;;;;;;;;0;0
01-01-2023 02:881;7;2;1,1;0;124;0;0,3;0,2;2,7;2,9;;12,7;0;74;;;;;;;;0;0
01-01-2023 03:881;6;0;0,9;0;108;0;0,2;0,2;3,1;3,2;;12,2;0;77;;;;;;;;0;0
01-01-2023 04:881;11;7;1,5;0;138;0;0,2;0,1;1,3;1,4;;12,3;0;68;;;;;;;;0;0
01-01-2023 05:881;10;10;1;0;133;0;0,2;0,2;1,8;2;;11,8;0;74;;;;;;;;0;0
01-01-2023 06:881;9;6;0,3;0;157;0;0,2;0,4;3,6;4;;11,9;0;75;;;;;;;;0;0
01-01-2023 07:881;8;8;0,1;0,1;284;0;0,3;1,2;8,6;9,8;;11,3;0;80;;;;;;;;0;0
01-01-2023 01:882;13;6;0,5;0,1;141;0;0,4;3;8,7;11,7;;11,9;5;73;;;;;;;;0;0
01-01-2023 02:882;12;6;0,1;0;148;0;0,4;1,9;7,6;9,5;;11,5;24;75;;;;;;;;0;0
01-01-2023 03:882;0;6;0,3;0;82;0;0,4;2;8;10;;11,7;60;78;;;;;;;;0;0
01-01-2023 04:882;0;0;0;0;0;0;0;0;0;0;;0;0;0;;;;;;;;0;0
01-01-2023 05:882;0;22;1,2;0;146;0;0,3;0;0;0;;13,7;231;67;;;;;;;;0;0
01-01-2023 06:882;9;5;1,3;0;151;0;0,3;0;0;0;;16,3;573;51;;;;;;;;0;0
01-01-2023 07:882;9;4;1,4;0,1;134;0;0,3;0;0;0;;17,3;506;46;;;;;;;;0;0
01-01-2023 01:883;11;4;1,6;0;127;0;0,3;0;0;0;;17,8;509;43;;;;;;;;0;0
01-01-2023 02:883;10;6;1,3;0;149;0;0,3;0;0;0;;17,1;365;44;;;;;;;;0;0
01-01-2023 03:883;18;9;1,9;0;194;0;0,3;0;0;0;;17,2;211;44;;;;;;;;0;0
01-01-2023 04:883;18;10;1,6;0;158;0;0,3;0;0;0;;16,3;93;42;;;;;;;;0;0
01-01-2023 05:883;15;6;1,7;0;155;0;0,4;0;0;0;;14,8;23;47;;;;;;;;0;0
01-01-2023 06:883;12;5;1;0;149;0;0,6;0;0;0;;13,1;0;57;;;;;;;;0;0
01-01-2023 07:883;29;10;1,7;0;104;0;1;0;0;0;;11,5;0;68;;;;;;;;0;0
01-01-2023 01:884;23;6;2,4;0;103;0;0,7;0;0;0;;11,1;0;70;;;;;;;;0;0
01-01-2023 02:884;22;8;1,8;0;117;0;0,7;0;0;0;;11,5;0;68;;;;;;;;0;0
01-01-2023 03:884;14;9;2,1;0;111;0;0,5;0;0;0;;10,8;0;70;;;;;;;;0;0
01-01-2023 04:884;12;10;1,5;0;125;0;0,4;0;0;0;;10;0;73;;;;;;;;0;0
01-01-2023 05:884;12;6;1,4;0;117;0;0,3;1,4;6,7;8,1;;8,9;0;76;;;;;;;;0;0
01-01-2023 06:884;11;11;2,2;0;109;0;0,2;0,7;4,3;5;;8,1;0;78;;;;;;;;0;0
01-01-2023 07:884;11;7;0,8;0;105;0;0,2;0,6;6,1;6,7;;8,5;0;74;;;;;;;;0;0
01-01-2023 01:885;7;6;1,7;0;108;0;0,2;0,7;4,9;5,6;;8,1;0;75;;;;;;;;0;0
01-01-2023 02:885;16;3;2,1;0;118;0;0,2;2;7,5;9,6;;7,9;0;76;;;;;;;;0;0
01-01-2023 03:885;13;3;2,1;0;109;0;0,3;3,8;10;13,8;;7,6;1;76;;;;;;;;0;0
01-01-2023 04:885;19;5;1,5;0;107;0;0,5;7,5;13,7;21,2;;8,1;52;74;;;;;;;;0;0
01-01-2023 05:885;21;7;0,9;0;87;0;0,6;11,5;16,5;28;;12,7;325;58;;;;;;;;0;0
01-01-2023 06:885;26;13;1,4;0;326;0;0,7;10,6;23,4;33,9;;16,3;430;46;;;;;;;;0;0
01-01-2023 07:885;11;9;2,2;0;103;0;0,4;1,9;8,2;10,1;;16,7;500;48;;;;;;;;0;0
01-01-2023 01:886;16;5;1,9;0;107;0;0,3;1,5;4,8;6,3;;18,7;717;44;;;;;;;;0;0
01-01-2023 02:886;12;7;2,3;0;102;0;0,3;1,2;4,2;5,4;;18,4;489;46;;;;;;;;0;0
01-01-2023 03:886;9;6;2;0;107;0;0,3;1,4;4;5,3;;18;488;48;;;;;;;;0;0
01-01-2023 04:886;9;3;1,9;0;129;0;0,3;2,4;5,4;7,7;;17,9;299;48;;;;;;;;0;0
01-01-2023 05:886;14;2;1,7;0;132;0;0,4;3;6,7;9,7;;18,6;185;46;;;;;;;;0;0
01-01-2023 06:886;13;4;2,4;0;127;0;0,4;3,1;7,7;10,8;;17,5;127;51;;;;;;;;0;0
01-01-2023 07:886;23;7;2,7;0;127;0;0,4;3,2;7,1;10,3;;17,4;39;51;;;;;;;;0;0
01-01-2023 01:887;25;8;2,7;0;121;0;0,5;3,5;9,2;12,8;;15,9;11;57;;;;;;;;0;0
01-01-2023 02:887;18;8;2,1;0;131;0;0,5;4;9,4;13,4;;14,2;0;65;;;;;;;;0;0
01-01-2023 03:887;19;6;1,4;0;146;0;0,6;6,5;12,4;19;;13,7;0;67;;;;;;;;0;0
01-01-2023 04:887;23;12;2;0;163;0;0,5;5,7;10,5;16,2;;13,5;0;68;;;;;;;;0;0
01-01-2023 05:887;22;9;1,7;0;165;0;0,4;2,8;10,5;13,3;;13,6;0;67;;;;;;;;0;0
01-01-2023 06:887;18;3;1,2;0;116;0;0,4;1,7;9,6;11,3;;12,8;0;69;;;;;;;;0;0
01-01-2023 07:887;14;5;0,6;0;204;0;0,3;1,4;10,4;11,8;;12,5;0;71;;;;;;;;0;0
01-01-2023 01:888;13;4;0,6;0;181;0;0,3;1,2;7,2;8,4;;12,4;0;70;;;;;;;;0;0
01-01-2023 02:888;14;5;0,4;0;149;0;0,3;1,1;11;12;;11,7;0;72;;;;;;;;0;0
01-01-2023 03:888;16;2;0,6;0;136;0;0,4;2,4;13,2;15,5;;10,7;0;76;;;;;;;;0;0
01-01-2023 04:888;5;3;2,2;0;111;0;0,2;1;5,2;6,1;;10;0;77;;;;;;;;0;0
01-01-2023 05:888;10;2;1,9;0;106;0;0,2;0,8;4;4,8;;10;0;76;;;;;;;;0;0
01-01-2023 06:888;11;2;1,2;0;113;0;0,3;2,9;7,7;10,7;;10,4;0;75;;;;;;;;0;0
01-01-2023 07:888;15;11;1,2;0;103;0;0,4;7,1;12,3;19,4;;10,9;20;76;;;;;;;;0;0
01-01-2023 01:889;21;16;0,2;0;123;0;0,6;12,1;15,6;27,7;;13,3;141;67;;;;;;;;0;0
01-01-2023 02:889;35;13;0,4;0;343;0;0,6;7,4;22,9;30,3;;14,3;71;62;;;;;;;;0;0
01-01-2023 03:889;35;22;0,2;0;171;0;0,7;10,6;27,3;37,9;;14,2;107;66;;;;;;;;0;0
01-01-2023 04:889;23;23;0,5;0,3;196;0;0,6;9,7;18,4;28,1;;14,5;207;71;;;;;;;;0;0
01-01-2023 05:889;7;1;1,6;0;105;0;0,4;1,8;7,1;8,9;;16;438;63;;;;;;;;0;0
01-01-2023 06:889;7;2;2,1;0;108;0;0,3;2,1;5,8;7,9;;16,1;365;62;;;;;;;;0;0
01-01-2023 07:889;6;0;1,8;0;113;0;0,3;1,6;5,7;7,3;;15,7;276;62;;;;;;;;0;0
01-01-2023 01:890;15;0;2,6;0;124;0;0,4;1,9;5,5;7,4;;15,3;293;65;;;;;;;;0;0
01-01-2023 02:890;7;0;1,6;0;124;0;0,4;2,3;6;8,3;;15,7;134;62;;;;;;;;0;0
01-01-2023 03:890;10;1;1,7;0;135;0;0,4;2,5;4,4;6,9;;15,7;61;59;;;;;;;;0;0
01-01-2023 04:890;9;5;1,4;0;110;0;0,4;1,8;5;6,8;;13,9;6;66;;;;;;;;0;0
01-01-2023 05:890;12;12;1,6;0;126;0;0,4;2,9;6,9;9,8;;13;0;73;;;;;;;;0;0
01-01-2023 06:890;11;8;1,3;0;156;0;0,4;2,8;6,6;9,4;;13,2;0;70;;;;;;;;0;0
01-01-2023 07:890;19;6;0,8;0;135;0;0,5;3,5;10,9;14,5;;13;0;71;;;;;;;;0;0
01-01-2023 01:891;12;7;1,1;0;115;0;0,4;2,6;8,8;11,4;;12,1;0;74;;;;;;;;0;0
01-01-2023 02:891;10;5;1,1;0;124;0;0,4;1,5;6,2;7,7;;11,9;0;74;;;;;;;;0;0
01-01-2023 03:891;16;6;0,9;0;88;0;0,3;0,5;4,6;5,1;;12;0;74;;;;;;;;0;0
01-01-2023 04:891;15;15;0,2;0;66;0;0,2;0,2;5,1;5,3;;11,9;0;73;;;;;;;;0;0
01-01-2023 05:891;9;9;0,6;0;72;0;0,2;0,1;0,8;0,9;;12,5;0;68;;;;;;;;0;0
01-01-2023 06:891;7;3;0,4;0;25;0;0,2;0,1;0,4;0,5;;12,6;0;68;;;;;;;;0;0
01-01-2023 07:891;11;4;0,4;0;58;0;0,2;0,1;0,8;0,9;;12,1;0;69;;;;;;;;0;0
01-01-2023 01:892;17;13;0,7;0;64;0;0,2;0,6;3,4;4;;12,3;0;67;;;;;;;;0;0
01-01-2023 02:892;19;14;0,4;0;65;0;0,2;0,8;4,7;5,5;;12,4;0;67;;;;;;;;0;0
01-01-2023 03:892;20;11;0,9;0;35;0;0,3;0,5;3,9;4,5;;12,6;24;66;;;;;;;;0;0
01-01-2023 04:892;19;17;1;0;339;0;0,3;1,4;4,8;6,1;;13,4;84;64;;;;;;;;0;0
01-01-2023 05:892;14;11;1,1;0;20;0;0,2;0,9;3,3;4,2;;14,4;148;60;;;;;;;;0;0
01-01-2023 06:892;18;13;1,5;0;81;0;0,2;1,3;2,6;3,9;;15,8;339;56;;;;;;;;0;0
01-01-2023 07:892;14;12;1,6;0;104;0;0,2;1,3;2,6;3,9;;16,9;464;53;;;;;;;;0;0
01-01-2023 01:893;20;7;2,6;0;108;0;0,2;1,6;3,1;4,7;;16,3;312;53;;;;;;;;0;0
01-01-2023 02:893;26;15;2,6;0;103;0;0,3;1,8;4;5,8;;16,1;238;55;;;;;;;;0;0
01-01-2023 03:893;21;14;1,7;0;133;0;0,3;2,3;5;7,3;;15,2;152;59;;;;;;;;0;0
01-01-2023 04:893;16;12;1,6;0;145;0;0,3;2,5;4,8;7,3;;16;231;57;;;;;;;;0;0
01-01-2023 05:893;22;10;1,5;0;119;0;0,3;2,9;5,5;8,5;;16,6;210;55;;;;;;;;0;0
01-01-2023 06:893;22;15;2,4;0;121;0;0,4;3,8;6,7;10,5;;16;57;55;;;;;;;;0;0
01-01-2023 07:893;24;9;1,9;0;131;0;0,6;5,1;11,5;16,6;;14,5;14;59;;;;;;;;0;0
01-01-2023 01:894;21;17;1,9;0,5;131;0;0,8;8,9;16,1;25;;13,7;0;66;;;;;;;;0;0
01-01-2023 02:894;15;7;0,8;0,2;107;0;0,6;5;15,1;20;;11,6;0;82;;;;;;;;0;0
01-01-2023 03:894;21;19;1;0,2;113;0;0,7;7,4;19,1;26,5;;11,3;0;83;;;;;;;;0;0
01-01-2023 04:894;18;4;0,7;0;96;0;0,5;5,1;14,3;19,4;;11,5;0;82;;;;;;;;0;0
01-01-2023 05:894;24;5;1,1;0;103;0;0,6;5,6;16,7;22,3;;11,7;0;81;;;;;;;;0;0
01-01-2023 06:894;23;9;0,9;0;104;0;0,4;3,3;12,5;15,9;;11;0;83;;;;;;;;0;0
01-01-2023 07:894;17;6;0,9;0;104;0;0,3;0,7;8,9;9,5;;10,2;0;83;;;;;;;;0;0
01-01-2023 01:895;13;2;0,7;0;99;0;0,2;0,4;4,9;5,3;;9,8;0;84;;;;;;;;0;0
01-01-2023 02:895;16;13;0,6;0;104;0;0,2;0,2;4,5;4,8;;10;0;83;;;;;;;;0;0
01-01-2023 03:895;18;10;0,6;0;112;0;0,2;0,5;7,2;7,7;;10,4;0;82;;;;;;;;0;0
01-01-2023 04:895;20;18;0,3;0;97;0;0,3;1,3;13,6;14,9;;10,3;0;76;;;;;;;;0;0
01-01-2023 05:895;29;11;0,1;0;140;0;0,4;3,7;16,5;20,2;;11;1;71;;;;;;;;0;0
01-01-2023 06:895;22;20;0,6;0;126;0;0,4;4,6;12,1;16,7;;11,8;46;67;;;;;;;;0;0
01-01-2023 07:895;18;9;1,5;0;131;0;0,3;3;6,3;9,2;;13,8;263;60;;;;;;;;0;0
01-01-2023 01:896;15;15;1,9;0;134;0;0,3;2,7;4,9;7,6;;14,5;254;59;;;;;;;;0;0
01-01-2023 02:896;19;8;1,8;0;112;0;0,2;1,7;3,4;5,1;;13,4;172;69;;;;;;;;0;0
01-01-2023 03:896;10;2;1,6;0;112;0;0,2;2,2;3,8;6,1;;14;223;68;;;;;;;;0;0
01-01-2023 04:896;18;2;1,4;0;127;0;0,2;2;2,6;4,5;;14,7;313;64;;;;;;;;0;0
01-01-2023 05:896;19;0;2;0;129;0;0,2;2,7;3,3;5,9;;16,2;365;55;;;;;;;;0;0
01-01-2023 06:896;15;15;1,9;0;119;0;0,2;2,3;3,5;5,8;;16,4;395;50;;;;;;;;0;0
01-01-2023 07:896;17;9;1,5;0;131;0;0,2;2,3;3,7;6;;17,3;454;45;;;;;;;;0;0
01-01-2023 01:897;17;13;1,6;0;126;0;0,2;2,3;4,1;6,4;;15,7;161;52;;;;;;;;0;0
01-01-2023 02:897;17;8;1,8;0;147;0;0,3;2,8;6,1;9;;14,1;57;60;;;;;;;;0;0
01-01-2023 03:897;22;6;1,1;0;156;0;0,4;3,6;9,9;13,5;;13,9;18;61;;;;;;;;0;0
01-01-2023 04:897;12;6;1,5;0;145;0;0,5;4,7;11;15,7;;12,8;0;63;;;;;;;;0;0
01-01-2023 05:897;17;3;1,4;0;102;0;0,5;4,2;13;17,2;;12,2;0;66;;;;;;;;0;0
01-01-2023 06:897;8;3;1,2;0;107;0;0,4;2;9;11;;12,1;0;66;;;;;;;;0;0
01-01-2023 07:897;9;4;0,6;0;107;0;0,3;0,9;8,2;9,2;;11,5;0;67;;;;;;;;0;0
01-01-2023 01:898;14;6;0,4;0;112;0;0,3;1,4;6,2;7,6;;11,6;0;66;;;;;;;;0;0
01-01-2023 02:898;16;13;1;0;116;0;0,3;1;10,8;11,7;;10,2;0;72;;;;;;;;0;0
01-01-2023 03:898;13;8;1,8;0;111;0;0,2;0,4;2,9;3,3;;9,1;0;75;;;;;;;;0;0
01-01-2023 04:898;15;7;2,5;0;111;0;0,2;0,3;1,7;2;;8,6;0;75;;;;;;;;0;0
01-01-2023 05:898;17;9;3;0;105;0;0,2;0,2;0,9;1,1;;8,1;0;73;;;;;;;;0;0
01-01-2023 06:898;13;8;2,9;0;106;0;0,2;0,3;1;1,2;;7,9;0;71;;;;;;;;0;0
01-01-2023 07:898;18;15;2,5;0;113;0;0,2;2,5;7;9,6;;7,6;0;73;;;;;;;;0;0
01-01-2023 01:899;25;20;1,1;0;108;0;0,5;9,1;20,1;29,2;;7,7;0;74;;;;;;;;0;0
01-01-2023 02:899;45;24;0,6;0;106;0;1,1;33,7;32,5;66,2;;9,4;29;69;;;;;;;;0;0
01-01-2023 03:899;32;15;0,7;0;91;0;0,7;15,7;17,3;33;;13,2;204;56;;;;;;;;0;0
01-01-2023 04:899;23;10;2,2;0;95;0;0,3;2,4;5,9;8,3;;14;205;56;;;;;;;;0;0
01-01-2023 05:899;18;16;2,3;0;108;0;0,2;1,7;3,4;5,2;;14,4;294;57;;;;;;;;0;0
01-01-2023 06:899;20;10;1,9;0;126;0;0,2;1,9;3,4;5,3;;15,1;341;57;;;;;;;;0;0
01-01-2023 07:899;21;7;2,4;0;107;0;0,3;2,2;3,6;5,8;;15;298;58;;;;;;;;0;0
01-01-2023 01:900;20;7;2,2;0;115;0;0,3;2,8;4,4;7,2;;14,6;245;61;;;;;;;;0;0
01-01-2023 02:900;18;11;1,9;0;123;0;0,3;2,5;3,8;6,3;;16,2;311;55;;;;;;;;0;0
01-01-2023 03:900;14;10;1,4;0;122;0;0,3;3,3;5,1;8,3;;15,2;242;60;;;;;;;;0;0
01-01-2023 04:900;20;10;2,1;0;118;0;0,3;3,1;4,5;7,6;;15,8;150;57;;;;;;;;0;0
01-01-2023 05:900;18;8;1,7;0;121;0;0,3;3,9;5,8;9,8;;15,1;33;58;;;;;;;;0;0
01-01-2023 06:900;24;6;1,5;0;116;0;0,4;4,1;9,3;13,4;;14;8;60;;;;;;;;0;0
01-01-2023 07:900;17;11;0;0;134;0;0,5;4,2;13,3;17,6;;12,5;0;66;;;;;;;;0;0
01-01-2023 01:901;22;8;0,5;0;87;0;0,6;4,4;16;20,4;;12,4;0;66;;;;;;;;0;0
01-01-2023 02:901;15;10;0,5;0;104;0;0,5;3,4;14,9;18,3;;12,4;0;66;;;;;;;;0;0
01-01-2023 03:901;17;7;1,2;0;120;0;0,4;2,7;8,4;11,1;;12,5;0;66;;;;;;;;0;0
01-01-2023 04:901;20;6;0,6;0;108;0;0,5;3,5;14,8;18,3;;11,8;0;70;;;;;;;;0;0
01-01-2023 05:901;14;6;0,5;0;81;0;0,3;1,4;10,1;11,5;;11,1;0;73;;;;;;;;0;0
01-01-2023 06:901;16;7;0,5;0;97;0;0,3;1;10,9;11,9;;11,1;0;74;;;;;;;;0;0
01-01-2023 07:901;9;6;0,8;0;107;0;0,2;0,4;5,9;6,3;;11;0;75;;;;;;;;0;0
01-01-2023 01:902;10;9;1,7;0;109;0;0,2;0,5;3,4;3,8;;10,8;0;76;;;;;;;;0;0
01-01-2023 02:902;0;14;2,5;0;106;0;0,2;0,5;1,6;2,1;;9,9;0;78;;;;;;;;0;0
01-01-2023 03:902;16;12;1,2;0;110;0;0,3;3,9;10,8;14,7;;9,1;0;80;;;;;;;;0;0
01-01-2023 04:902;64;25;0,5;0;13;0;1,1;72,4;28,9;101,3;;8,8;1;82;;;;;;;;0;0
01-01-2023 05:902;76;37;0,1;0;80;0;1,2;100,6;32,5;133,1;;9,3;39;82;;;;;;;;0;0
01-01-2023 06:902;54;25;0,6;0;330;0;0,8;47,7;31,5;79,2;;12,1;160;71;;;;;;;;0;0
01-01-2023 07:902;25;11;0,4;0;282;0;0,3;6,1;11,7;17,8;;16,8;437;50;;;;;;;;0;0
01-01-2023 01:903;19;7;1,7;0;144;0;0,2;1,6;2,9;4,5;;17,1;575;48;;;;;;;;0;0
01-01-2023 02:903;17;9;2,1;0;134;0;0,2;1,4;2,5;3,9;;17,3;545;48;;;;;;;;0;0
01-01-2023 03:903;18;14;1,6;0;130;0;0,2;1,2;2,3;3,5;;19;714;41;;;;;;;;0;0
01-01-2023 04:903;8;8;1,9;0;159;0;0,2;2;2,9;4,9;;20;678;38;;;;;;;;0;0
01-01-2023 05:903;14;10;2;0;136;0;0,2;2,1;3;5,1;;20;631;38;;;;;;;;0;0
01-01-2023 06:903;17;6;1,3;0;141;0;0,2;1,9;3,8;5,7;;21,1;519;35;;;;;;;;0;0
01-01-2023 07:903;12;4;1,7;0;139;0;0,2;2,8;6,1;8,9;;19,7;188;36;;;;;;;;0;0
01-01-2023 01:904;23;9;2,1;0;148;0;0,2;2,7;7,1;9,7;;17,9;38;43;;;;;;;;0;0
01-01-2023 02:904;14;6;2,4;0;140;0;0,3;2,5;6,9;9,4;;16,1;12;51;;;;;;;;0;0
01-01-2023 03:904;21;5;2,8;0;115;0;0,3;3,1;9,2;12,3;;14,5;0;58;;;;;;;;0;0
01-01-2023 04:904;17;4;2,8;0;110;0;0,3;3,4;10;13,4;;13,7;0;62;;;;;;;;0;0
01-01-2023 05:904;15;9;2,5;0;107;0;0,2;1,7;6,5;8,2;;12,5;0;65;;;;;;;;0;0
01-01-2023 06:904;12;7;2,7;0;110;0;0,3;4,8;9,5;14,3;;11,3;0;69;;;;;;;;0;0
01-01-2023 07:904;13;0;2,8;0;109;0;0,2;2,5;5,2;7,6;;11,1;0;68;;;;;;;;0;0
01-01-2023 01:905;10;0;2,5;0;107;0;0,2;1;4,7;5,8;;10,3;0;71;;;;;;;;0;0
01-01-2023 02:905;7;5;3;0;104;0;0,2;0,3;1,3;1,5;;10,1;0;72;;;;;;;;0;0
01-01-2023 03:905;8;6;2;0;105;0;0,2;0,4;2;2,4;;9,9;0;72;;;;;;;;0;0
01-01-2023 04:905;10;2;2;0;109;0;0,2;0,3;2,4;2,7;;9,8;0;74;;;;;;;;0;0
01-01-2023 05:905;8;6;1,7;0;107;0;0,2;0,5;3;3,4;;9,9;0;75;;;;;;;;0;0
01-01-2023 06:905;12;4;1,5;0;101;0;0,3;2,4;8,2;10,6;;9,6;0;75;;;;;;;;0;0
01-01-2023 07:905;26;13;1,3;0;110;0;0,5;16;19;34,9;;9;1;79;;;;;;;;0;0
01-01-2023 01:906;42;16;1,1;0;108;0;1,2;36,7;22,4;59,2;;9,4;34;77;;;;;;;;0;0
01-01-2023 02:906;39;23;0,7;0;113;0;1,1;32,2;23;55,2;;10,8;111;74;;;;;;;;0;0
01-01-2023 03:906;52;34;0,4;0;2;0;1;26,1;34,4;60,5;;15,8;442;58;;;;;;;;0;0
01-01-2023 04:906;23;17;1,9;0;92;0;0;0;0;0;;18,6;693;47;;;;;;;;0;0
01-01-2023 05:906;14;14;3,1;0;104;0;0;0;0;0;;19,3;817;44;;;;;;;;0;0
01-01-2023 06:906;12;8;2,6;0;119;0;0;0;0;0;;20,3;843;41;;;;;;;;0;0
01-01-2023 07:906;10;4;2,5;0;112;0;0,3;2,1;3,6;5,8;;21,7;833;37;;;;;;;;0;0
01-01-2023 01:907;10;3;2,9;0;115;0;0,3;2,4;3,7;6,1;;21,9;637;36;;;;;;;;0;0
01-01-2023 02:907;12;6;2,6;0;121;0;0,3;2,6;4,5;7,1;;22,4;529;36;;;;;;;;0;0
01-01-2023 03:907;20;2;2,7;0;129;0;0,3;2,9;5,5;8,5;;21,2;144;39;;;;;;;;0;0
01-01-2023 04:907;26;5;3,2;0;84;0;0,3;1,5;5,8;7,2;;17,2;26;57;;;;;;;;0;0
01-01-2023 05:907;22;8;1;0;115;0;0,5;2,6;11,6;14,3;;15,6;5;64;;;;;;;;0;0
01-01-2023 06:907;21;5;1,9;0;109;0;0,7;4,6;13,1;17,6;;15,1;0;64;;;;;;;;0;0
01-01-2023 07:907;20;13;2,2;0;92;0;0,5;2,4;9,4;11,9;;14,8;0;66;;;;;;;;0;0
01-01-2023 01:908;25;13;0;0;264;0;0,6;2,3;19,6;21,8;;14;0;72;;;;;;;;0;0
01-01-2023 02:908;22;11;1,1;0;298;0;0,7;0,9;23,2;24,1;;12,9;0;79;;;;;;;;0;0
01-01-2023 03:908;9;7;1,1;1,1;329;0;0,5;0,6;20;20,6;;12;0;85;;;;;;;;0;0
01-01-2023 04:908;15;6;0,3;3,4;299;0;0,5;1,3;20,5;21,8;;11,2;0;91;;;;;;;;0;0
01-01-2023 05:908;11;9;0,8;0,7;109;0;0,3;1,1;7,6;8,7;;10,9;0;91;;;;;;;;0;0
01-01-2023 06:908;7;5;1,4;0,2;110;0;0,2;0,9;4,3;5,2;;11;0;84;;;;;;;;0;0
01-01-2023 07:908;4;0;1,4;0;101;0;0,2;0,9;5,5;6,4;;11,5;0;79;;;;;;;;0;0
01-01-2023 01:909;6;6;0,9;0;107;0;0,2;0,9;5,2;6;;10,9;0;83;;;;;;;;0;0
01-01-2023 02:909;17;15;0,2;0;122;0;0,4;6,2;18,1;24,3;;10,6;0;84;;;;;;;;0;0
01-01-2023 03:909;21;9;0,3;0;125;0;0,6;17,2;24,3;41,5;;10,2;2;85;;;;;;;;0;0
01-01-2023 04:909;34;17;0,4;0;93;0;1,1;31,9;28,2;60,1;;10,7;76;84;;;;;;;;0;0
01-01-2023 05:909;50;35;0,6;0;9;0;1,3;39,7;38,7;78,4;;14,9;323;70;;;;;;;;0;0
01-01-2023 06:909;57;39;0,9;0;1;0;1;16,2;36,7;52,9;;17,4;516;59;;;;;;;;0;0
01-01-2023 07:909;59;28;1;0;5;0;1;10,1;38,9;48,9;;17,9;533;57;;;;;;;;0;0
01-01-2023 01:910;22;22;2;0;89;0;0,5;4;16,7;20,7;;19,4;798;50;;;;;;;;0;0
01-01-2023 02:910;5;0;2,7;0;96;0;0,2;1,1;2,7;3,8;;20,1;851;46;;;;;;;;0;0
01-01-2023 03:910;6;0;3,9;0;114;0;0,3;1,9;3,8;5,7;;20,2;769;45;;;;;;;;0;0
01-01-2023 04:910;12;2;3,4;0;121;0;0,3;2,4;4,2;6,6;;20,6;663;44;;;;;;;;0;0
01-01-2023 05:910;7;3;1,8;0;109;0;0,3;2;6,5;8,5;;19,7;214;46;;;;;;;;0;0
01-01-2023 06:910;28;19;0,3;0;81;0;0,5;3,6;13,8;17,4;;19,7;212;53;;;;;;;;0;0
