;PM10;PM2.5;Vel Viento 10M;Precipitacion;Dir Viento 10M;OZONO;CO;NO;NO2;NOX;SO2;Temperatura;Rad Solar;;HR;
;µg/m3;µg/m3;m/s;mm;Grados;ppb;ppm;ppb;ppb;ppb;ppb;°C;W/M²;;%;
01-01-2023 01:839;19;5;1,7;0;112;6,9;0,2;8,2;6,9;15,1;0;15,6;0;;64,42;
01-01-2023 02:839;17;5;1,2;0;143;6,8;0,2;4,6;6,2;10,8;0;14,8;0;;68,4;
01-01-2023 03:839;21;5;1,1;0;7;7,1;0,1;4,2;5,7;10;0;14,3;0;;69,59;
01-01-2023 04:839;12;8;1,3;0;101;9,7;0,1;1,6;2,9;4,5;0;14,3;0;;70,35;
01-01-2023 05:839;13;7;1;0;223;10,9;0,1;1;1,9;3;0;14,1;0;;70,44;
01-01-2023 01:840;16;3;0,8;0;137;8;0,1;2,7;4,7;7,5;0;14,2;0;;70;
01-01-2023 02:840;10;0;0,7;0;134;9,4;0,1;1,6;2,9;4,5;0;13,7;0;;70,07;
01-01-2023 03:840;8;0;0,8;0;6;8,7;0,1;1,9;3,9;5,8;0;13,4;0;;72,21;
01-01-2023 04:840;7;1;0,6;0;315;6,3;0,1;3,8;5,4;9,2;0;13,4;0;;72,56;
01-01-2023 05:840;11;3;0,7;0;88;3,7;0,2;13,1;8,1;21,2;0;13,1;0;;75,18;
01-01-2023 01:841;12;5;0,8;0;80;4,9;0,2;10,1;6,7;16,8;0;13,2;0;;74,37;
01-01-2023 02:841;17;2;0,9;0;331;9,6;0,1;2;1,8;3,7;0;13,9;25;;73,62;
01-01-2023 03:841;9;0;1,1;0;24;10,2;0,1;2,4;1;3,4;0;17;158;;67,91;
01-01-2023 04:841;9;5;1,5;0;91;9,8;0,1;4,2;2;6,1;0;15,9;125;;66,18;
01-01-2023 05:841;8;5;1,7;0;169;12,1;0,1;2,8;1,2;4;0;16;250;;70,78;
01-01-2023 01:842;10;6;1,3;0;186;14;0,1;1,8;0,5;2,3;0;19,1;390;;61,65;
01-01-2023 02:842;13;4;2,3;0;1;12,4;0,1;2,7;1,2;3,9;0;18,3;256;;60,86;
01-01-2023 03:842;14;3;2,5;0;137;13,7;0,1;3;1,1;4,1;0;19,6;345;;55,04;
01-01-2023 04:842;17;6;2,2;0;111;12,2;0,1;4,6;2,4;7;0;18,3;186;;58,98;
01-01-2023 05:842;12;5;2,5;0,2;143;12,9;0,1;3,7;2,6;6,3;0;16,7;155;;65,16;
01-01-2023 01:843;8;2;1,6;0;121;13,1;0,1;4,5;2,7;7,2;0;18,5;185;;59,93;
01-01-2023 02:843;16;6;1,5;0;98;10,8;0,2;6,1;5;11,1;0;17,9;79;;58,93;
01-01-2023 03:843;13;6;1,5;0;108;9,6;0,2;5,3;6,4;11,7;0;16,6;18;;62,46;
01-01-2023 04:843;13;5;1,3;0;97;7,5;0,3;6,8;7,9;14,7;0;15,3;0;;68,02;
01-01-2023 05:843;13;4;1;0;145;9,3;0,2;3,3;5,5;8,8;0;14,3;0;;71,1;
01-01-2023 01:844;11;6;0,6;0;193;4,4;0,3;8,9;10;18,9;0;13,3;0;;74,23;
01-01-2023 02:844;18;6;0,6;0;320;0,4;0,5;30,7;12,7;43,3;0;12,3;0;;77,8;
01-01-2023 03:844;23;7;0,7;0;301;1;0,3;18,9;10;28,9;0;12,4;0;;81,84;
01-01-2023 04:844;15;7;0,7;0,8;301;0,6;0,4;30,3;10,5;40,8;0;12,9;0;;80,67;
01-01-2023 05:844;14;7;0,8;2,4;315;1,7;0,2;7,9;10;18;0;12,5;0;;82,15;
01-01-2023 01:845;15;4;1,1;0,4;334;1,6;0,2;6,2;10,7;16,8;0;12,1;0;;83,57;
01-01-2023 02:845;16;10;0,8;0;324;3,7;0,1;9,6;7,7;17,3;0;12,2;0;;83,51;
01-01-2023 03:845;21;8;0,8;0,1;315;0,3;0,2;11,6;10,8;22,3;0;12;0;;84,5;
01-01-2023 04:845;16;8;0,7;0;328;0,3;0,2;43,5;9,6;53,1;0;11,8;0;;84,23;
01-01-2023 05:845;19;14;0,8;0;346;1,9;0,3;41,5;8,9;50,4;0;11,7;0;;84,4;
01-01-2023 01:846;21;9;0,8;0;325;0,6;0,4;51,4;9,6;60,9;0;12;11;;85,09;
01-01-2023 02:846;28;12;1,5;0,1;352;1,2;0,6;55,2;11,3;66,5;0;13,1;77;;84,04;
01-01-2023 03:846;30;20;0,7;0;323;8,4;0,2;6,7;4,6;11,3;0;14,9;108;;75,59;
01-01-2023 04:846;9;3;1,6;0;86;12,4;0,1;6,2;2,5;8,7;0;19,5;561;;63,04;
01-01-2023 05:846;9;3;2;0;135;15,2;0,1;4,7;1,9;6,6;0;20,8;619;;48,01;
01-01-2023 01:847;10;4;2,5;0;171;16,9;0,1;3,7;1,7;5,4;0;21;454;;43,98;
01-01-2023 02:847;9;4;3,1;0;169;16,6;0,1;3,7;1,8;5,6;0;20,5;332;;44,11;
01-01-2023 03:847;12;6;2,3;0;160;15,1;0,1;4,5;2,3;6,9;0;20,7;487;;46,53;
01-01-2023 04:847;14;7;2,4;0;177;15,9;0,1;3,7;2;5,7;0;21,4;455;;41,99;
01-01-2023 05:847;14;4;1,6;0;131;13,1;0,1;5,8;4,8;10,6;0;19,8;140;;46,91;
01-01-2023 01:848;17;4;1,6;0;102;11,8;0,2;6,5;5,7;12,2;0;18,5;82;;51,58;
01-01-2023 02:848;11;5;1,3;0;112;10,3;0,2;5,9;7,6;13,4;0;16,5;9;;57,95;
01-01-2023 03:848;12;7;1,3;0;108;9,3;0,2;6,4;7,5;13,9;0;15,4;0;;63,54;
01-01-2023 04:848;9;7;1;0;117;8,6;0,1;4,6;6,3;10,8;0;14,8;0;;66,46;
01-01-2023 05:848;18;4;1,1;0;193;7,3;0,1;2,7;5,8;8,5;0;14,3;0;;69,85;
01-01-2023 01:849;14;5;1,2;0;101;7,5;0,1;5,9;5,3;11,2;0;14;0;;70,49;
01-01-2023 02:849;13;5;1,2;0;325;4,2;0,1;2,4;8,4;10,7;0;13,5;0;;71,71;
01-01-2023 03:849;18;5;0,8;0;281;1,6;0,2;6,2;12,3;18,5;0;12,8;0;;74,86;
01-01-2023 04:849;10;4;0,7;0;305;2,2;0,2;23,6;9;32,6;0;11,9;0;;76,71;
01-01-2023 05:849;22;8;1;0;293;1,5;0,2;23,7;9,9;33,6;0;12;0;;79,41;
01-01-2023 01:850;13;10;0,9;0;333;0,3;0,2;11,5;11,6;23,1;0;11,4;0;;78,3;
01-01-2023 02:850;23;7;0,5;0;324;0,3;0,2;29;10,4;39,3;0;11,1;0;;81,32;
01-01-2023 03:850;23;10;0,9;0;307;0,3;0,3;32,2;9,9;42,1;0;11;0;;82,01;
01-01-2023 04:850;26;12;0,6;0;328;0,3;0,5;90;11,6;101,6;0;10,7;0;;82,57;
01-01-2023 05:850;28;20;0,7;0;323;0,7;0,6;75,7;11,4;87,2;0;11,6;21;;82,9;
01-01-2023 01:851;44;23;0,6;0;337;1,6;0,5;61,8;10,9;72,7;0;13,7;102;;77,97;
01-01-2023 02:851;31;17;1,2;0;69;11,5;0,1;8,2;3,7;11,8;0;18,6;325;;61,04;
01-01-2023 03:851;17;2;1,4;0;315;13,4;0,1;4,7;3,1;7,8;0;18,6;290;;54,72;
01-01-2023 04:851;8;0;1,9;0;108;15;0,1;4,4;2,4;6,8;0;20,6;548;;52,05;
01-01-2023 05:851;9;0;2,3;0;90;14,6;0,1;6,2;3;9,2;0;20,3;321;;48,83;
01-01-2023 01:852;11;3;2,4;0;84;13,8;0,1;7,6;3,7;11,2;0;20,5;235;;48,73;
01-01-2023 02:852;11;6;2,1;0;92;12,6;0,1;7,6;4,9;12,5;0;19,6;235;;52,35;
01-01-2023 03:852;10;4;2;0;95;14,8;0,1;4,7;2,5;7,2;0;22,1;485;;48,24;
01-01-2023 04:852;16;5;1,5;0;345;16;0,1;3,7;3,1;6,7;0;21,7;268;;45,62;
01-01-2023 05:852;17;7;1,3;0;129;10,9;0,2;5,5;5,6;11;0;19;60;;52,2;
01-01-2023 01:853;12;6;1,1;0;140;7,8;0,3;7,4;8;15,5;0;17,3;15;;58,87;
01-01-2023 02:853;12;7;0,8;0;129;3,8;0,3;13,9;12,1;26;0;15,2;0;;65,59;
01-01-2023 03:853;13;7;1,2;0;117;6,1;0,2;7,8;8,8;16,6;0;14,3;0;;71,07;
01-01-2023 04:853;22;7;0,8;0;76;2,3;0,3;19,8;13,3;33,1;0;13,4;0;;72,55;
01-01-2023 05:853;17;7;0,8;0;316;2,3;0,5;44,2;12,1;56,2;0;12,5;0;;74,25;
01-01-2023 01:854;26;12;0,7;0;244;1;0,5;55,3;14,3;69,6;0;11,8;0;;79,15;
01-01-2023 02:854;30;13;0,8;0;310;0,5;0,3;24,7;11,7;36,4;0;11,3;0;;80,08;
01-01-2023 03:854;23;8;0,7;0;223;1,6;0,4;54,4;10,9;65,3;0;11,5;0;;80,65;
01-01-2023 04:854;20;13;0,7;0;303;0,3;0,3;49,4;9,5;58,8;0;10,4;0;;80,35;
01-01-2023 05:854;16;10;0,6;0;304;0,4;0,3;72,7;9,8;82,6;0;10,8;0;;83,69;
01-01-2023 01:855;23;8;0,7;0;350;0,5;0,3;62,3;10,4;72,7;0;11,5;0;;82,52;
01-01-2023 02:855;20;10;0,6;0;329;0,3;0,4;74;11,2;85,2;0;11,8;0;;79,63;
01-01-2023 03:855;30;17;0,6;0;284;0,3;0,6;131,7;11,7;143,5;0;11,5;0;;80,56;
01-01-2023 04:855;32;19;0,7;0;271;1,2;0,3;30,9;11;41,9;0;12,4;32;;80,02;
01-01-2023 05:855;29;10;0,7;0;243;6,2;0,3;11,9;8,6;20,4;0;15;158;;72,32;
01-01-2023 01:856;21;13;1,3;0;132;0;0;0;0;0;0;16,7;205;;62,16;
01-01-2023 02:856;0;8;1,7;0;78;0;0;0;0;0;0;17,6;216;;57,15;
01-01-2023 03:856;0;4;2,5;0;60;0;0;0;0;0;0;18,2;352;;55,71;
01-01-2023 04:856;0;8;2,8;0;47;0;0;0;0;0;0;19,7;435;;50,82;
01-01-2023 05:856;12;5;2,1;0;49;15,2;0,2;3,7;2,1;5,8;0;20,1;270;;49,39;
01-01-2023 01:857;36;5;1,5;0;52;14;0,1;4,4;2,5;6,9;0;19,4;219;;52,83;
01-01-2023 02:857;12;6;1,4;0;124;14,5;0,1;4,1;2,1;6,1;0;21,8;433;;49,67;
01-01-2023 03:857;11;6;1,2;0;80;14,3;0,1;4,2;2,5;6,7;0;23,2;324;;43,56;
01-01-2023 04:857;11;6;1,1;0;108;9,3;0,2;9,3;7;16,3;0;20,4;75;;47,75;
01-01-2023 05:857;11;5;1,5;0;123;11,6;0,2;3,4;3,8;7,2;0;20,3;67;;51,71;
01-01-2023 01:858;16;7;1,7;0;158;9,5;0,2;3,7;5,6;9,3;0;16,7;0;;62,86;
01-01-2023 02:858;13;9;1,4;0;143;9,1;0,2;3,9;5,6;9,5;0;15,7;0;;68,05;
01-01-2023 03:858;14;9;1,4;0;179;10,1;0,1;2,1;3,4;5,5;0;14,9;0;;70,18;
01-01-2023 04:858;19;9;1,5;0;121;8,8;0,2;4,1;4,7;8,8;0;14,7;0;;70,13;
01-01-2023 05:858;14;8;1;0;159;8,6;0,1;4;3,7;7,7;0;14,1;0;;72,46;
01-01-2023 01:859;23;14;0,8;0;111;2,9;0,2;15;10;25;0;13,3;0;;74,36;
01-01-2023 02:859;22;15;1,1;0;126;5,9;0,2;5,2;5,6;10,9;0;13,4;0;;76,38;
01-01-2023 03:859;14;0;0,9;0;105;4;0,2;9,3;7,3;16,6;0;13;0;;76,18;
01-01-2023 04:859;15;4;0,9;0;99;2,5;0,2;16,1;8,4;24,5;0;12,5;0;;79,08;
01-01-2023 05:859;10;6;0,9;0;124;4,4;0,2;10,5;8,3;18,8;0;12,9;0;;78,43;
01-01-2023 01:860;12;6;0,8;0;137;3,6;0,2;14,1;9,4;23,5;0;12,5;0;;78,2;
01-01-2023 02:860;13;8;0,6;0;254;2,1;0,4;28;9,9;37,9;0;11,8;0;;81,06;
01-01-2023 03:860;21;7;1;0;115;3,6;0,5;22,3;11,3;33,5;0;13,4;28;;79,43;
01-01-2023 04:860;18;7;2,2;0;102;10,5;0,3;7,2;3,5;10,7;0;16,2;201;;68,25;
01-01-2023 05:860;14;5;2,1;0;143;11,3;0,5;6,1;2,7;8,8;0;18,7;354;;56,33;
01-01-2023 01:861;31;6;3,4;0;167;10,8;0,5;6,8;3,8;10,5;0;16,7;192;;58,69;
01-01-2023 02:861;20;5;3,4;0;163;11,6;0,3;6,9;3,2;10,1;0;17,3;306;;59,79;
01-01-2023 03:861;18;6;3,5;0;167;12,8;0,2;5,4;2;7,4;0;19;347;;54,11;
01-01-2023 04:861;16;4;4,1;0;162;12,6;0,2;5;1,5;6,5;0;19,3;381;;50,71;
01-01-2023 05:861;21;5;4,6;0;170;13,2;0,2;4,3;1,2;5,5;0;19,8;619;;49,45;
01-01-2023 01:862;26;4;2,7;0;155;13,6;0,2;4,8;1,5;6,3;0;21,4;571;;45,09;
01-01-2023 02:862;18;3;2,3;0;143;12;0,2;5,9;3,9;9,8;0;20,2;207;;46,89;
01-01-2023 03:862;17;1;2,9;0;160;12,8;0,2;4,9;2,7;7,6;0;21,5;293;;45,17;
01-01-2023 04:862;16;1;2,2;0;138;9,7;0,3;7,6;5,8;13,4;0;19;83;;50,94;
01-01-2023 05:862;22;4;1,8;0;143;6,9;0,3;9,1;7,9;17;0;15,6;0;;62,5;
01-01-2023 01:863;18;8;1,6;0;151;6,5;0,3;6,4;7,3;13,8;0;15,3;0;;68,49;
01-01-2023 02:863;17;6;1;0;104;4,6;0,3;10,6;8,9;19,5;0;14,4;0;;72,23;
01-01-2023 03:863;21;4;1,3;0;148;5,3;0,3;9,4;8,4;17,8;0;14,6;0;;72,61;
01-01-2023 04:863;12;2;0,9;0;132;5,1;0,3;7;7,2;14,2;0;13,9;0;;71,88;
01-01-2023 05:863;12;5;0,9;0;104;4;0,3;10,9;8,1;19;0;13;0;;76,29;
01-01-2023 01:864;12;4;1,2;0;99;7,1;0,1;5,4;4,7;10,2;0;12,9;0;;77,29;
01-01-2023 02:864;8;5;1,2;0;101;9,4;0,1;2,6;2,8;5,4;0;13,3;0;;75,66;
01-01-2023 03:864;7;3;1;0;93;7,9;0,1;3,8;4,8;8,6;0;13,3;0;;74,93;
01-01-2023 04:864;12;3;1,2;0;114;8;0,1;5,2;5;10,2;0;13,3;0;;74,67;
01-01-2023 05:864;13;7;0,9;0;127;6,3;0,1;7,5;7,4;14,9;0;13;0;;75,27;
01-01-2023 01:865;13;5;0,8;0;88;3,7;0,2;11,8;10,1;22;0;12,8;0;;76,41;
01-01-2023 02:865;15;8;1,2;0;115;6,3;0,3;11;7,9;18,9;0;13,7;34;;75,43;
01-01-2023 03:865;16;7;1,9;0;107;9,7;0,2;9,1;5,3;14,5;0;15,1;100;;67,84;
01-01-2023 04:865;12;4;1,8;0;157;9,8;0,2;7,8;5,6;13,4;0;16;161;;64,84;
01-01-2023 05:865;23;6;3,1;0;177;11;0,2;7,6;5,2;12,8;0;16,8;205;;60,24;
01-01-2023 01:866;21;6;4,2;0;166;12,3;0,2;6,8;3,8;10,6;0;16,6;257;;61,1;
01-01-2023 02:866;23;4;3,5;0;166;12,2;0,2;6,7;3,7;10,4;0;17,4;220;;57,91;
01-01-2023 03:866;21;4;3,6;0;167;12,5;0,2;6,4;3,3;9,8;0;17,6;211;;56,34;
01-01-2023 04:866;21;9;2,7;0;154;12,7;0,2;7;3,3;10,3;0;19,6;484;;53;
01-01-2023 05:866;13;8;2,4;0;161;13,5;0,2;4,8;2,4;7,2;0;20,8;424;;47,22;
01-01-2023 01:867;17;9;3;0;171;11;0,2;6,3;5;11,3;0;18,3;117;;53,64;
01-01-2023 02:867;20;6;1,6;0;148;10,8;0,2;6,7;4,8;11,5;0;18,7;145;;58,03;
01-01-2023 03:867;18;8;1,6;0;118;9,2;0,3;7,7;6,4;14,1;0;18,1;49;;55,76;
01-01-2023 04:867;29;7;1,6;0;162;7,7;0,3;5,8;7,2;13;0;15,2;0;;65,94;
01-01-2023 05:867;10;5;1,2;0;128;5,2;0,3;9,9;8,2;18,2;0;13,8;0;;73,8;
01-01-2023 01:868;12;12;0,9;0;92;2,5;0,3;15,5;10,4;25,9;0;13,2;0;;77,03;
01-01-2023 02:868;19;9;0,8;0;112;3,2;0,3;15,8;9,6;25,4;0;13,8;0;;74,73;
01-01-2023 03:868;16;9;0,8;0;146;1,2;0,4;20,7;11,1;31,8;0;12,7;0;;76,22;
01-01-2023 04:868;21;11;1,1;0;117;4,3;0,2;14;7,9;21,9;0;13,1;0;;77,08;
01-01-2023 05:868;9;9;1,1;0;126;4,8;0,2;7,4;6,5;13,9;0;13,2;0;;74,56;
01-01-2023 01:869;17;9;1;0;149;5,7;0,2;4,9;5,2;10;0;13,2;0;;74,1;
01-01-2023 02:869;22;6;1;0;124;6,5;0,2;5;5,8;10,9;0;13,3;0;;71,61;
01-01-2023 03:869;9;3;0,9;0;118;5,7;0,2;7,1;6,1;13,3;0;13,2;0;;72,1;
01-01-2023 04:869;10;5;0,6;0;327;1,2;0,3;27,7;10,8;38,4;0;12;0;;74,4;
01-01-2023 05:869;17;5;0,9;0;62;1,1;0,5;43,7;11,9;55,6;0;11,4;0;;79,43;
01-01-2023 01:870;22;11;0,9;0;95;3,5;0,7;27;9,8;36,9;0;12,5;24;;79,11;
01-01-2023 02:870;24;9;1,3;0;99;8,4;0,5;8,4;4,3;12,7;0;15,3;127;;71,2;
01-01-2023 03:870;23;7;1,4;0;148;10,2;0,2;6,1;4,3;10,4;0;16,7;169;;61,21;
01-01-2023 04:870;14;8;2,7;0;170;12,9;0,2;4,5;2,6;7,1;0;17,1;300;;56,6;
01-01-2023 05:870;17;6;2,3;0;166;12,8;0,2;4,3;3,3;7,6;0;18,1;287;;54,97;
01-01-2023 01:871;13;8;2,4;0;152;13,1;0,2;3,9;1,5;5,4;0;19,1;360;;50,56;
01-01-2023 02:871;16;5;2,2;0;147;13,3;0,2;3,7;1,3;5;0;19,9;375;;50,16;
01-01-2023 03:871;14;5;2,2;0;151;13,4;0,2;2,9;0,9;3,8;0;20,6;529;;46,25;
01-01-2023 04:871;14;4;2,2;0;155;13,1;0,2;3,3;1,1;4,4;0;20,8;459;;45,99;
01-01-2023 05:871;13;2;1,9;0;161;12,6;0,2;3,7;1,4;5,1;0;21;344;;46,41;
01-01-2023 01:872;10;4;2,4;0;164;11,4;0,2;4,6;2,3;6,9;0;20,1;216;;47,2;
01-01-2023 02:872;17;7;1,8;0;142;9,2;0,3;6,3;5,3;11,6;0;18;47;;54,71;
01-01-2023 03:872;20;9;1,4;0;128;6,8;0,3;7,9;7,9;15,7;0;15,7;0;;63,5;
01-01-2023 04:872;17;5;1,2;0;120;5,8;0,3;10,3;8,9;19,2;0;15,2;0;;67,39;
01-01-2023 05:872;18;5;0,7;0;26;3,6;0,4;13,3;10,6;23,9;0;14,6;0;;68;
01-01-2023 01:873;17;15;0,9;0;174;5,7;0,3;5,2;6,5;11,6;0;13,8;0;;72,91;
01-01-2023 02:873;19;9;1;0;58;5,6;0,3;8,5;7,3;15,8;0;13,1;0;;75,17;
01-01-2023 03:873;16;3;0,8;0;330;2,2;0,3;15,5;9,4;24,9;0;12,5;0;;75,99;
01-01-2023 04:873;16;7;1;0;329;1,2;0,5;25,3;9,7;35;0;11,9;0;;78,25;
01-01-2023 05:873;22;16;0,6;0;332;0,3;0,4;22;9,4;31,5;0;11,7;0;;79,11;
01-01-2023 01:874;22;15;0,2;4,4;18;0,4;0,5;37,9;8,5;46,4;0;11,9;0;;80,27;
01-01-2023 02:874;25;15;0,6;4,5;343;0,2;0,4;33,2;8,4;41,6;0;11,7;0;;83,05;
01-01-2023 03:874;19;10;0,5;2,1;328;0,3;0,3;14,4;8,3;22,7;0;11,5;0;;84,66;
01-01-2023 04:874;18;10;0,5;1,4;320;0,5;0,3;15,8;8,5;24,3;0;11,5;0;;85,08;
01-01-2023 05:874;14;9;0,7;0,5;342;0,7;0,5;41;9;50,1;0;11,8;20;;85,58;
01-01-2023 01:875;21;10;1;0,2;342;2,1;0,3;16,5;6,3;22,9;0;12,8;82;;85,35;
01-01-2023 02:875;12;12;0,9;0;340;6,5;0,2;8,1;3;11,2;0;16,1;251;;74,86;
01-01-2023 03:875;16;6;1,3;0;345;10;0,2;3,4;1;4,4;0;19;441;;61,08;
01-01-2023 04:875;16;3;2,3;0;88;10,7;0,2;3,2;0,6;3,8;0;19;330;;56,63;
01-01-2023 05:875;15;2;2,1;0;100;10,7;0,2;3,4;0,5;3,9;0;20,6;467;;53,73;
01-01-2023 01:876;11;1;2,3;0;90;9,9;0,2;4,9;1,3;6,2;0;20,6;299;;49,67;
01-01-2023 02:876;10;2;2;0,4;87;9,4;0,2;5,2;1,9;7,2;0;18,8;172;;56,44;
01-01-2023 03:876;12;6;1,6;1;6;8,2;0,3;4,2;2,2;6,4;0;17,4;145;;65,85;
01-01-2023 04:876;14;6;1,1;2,1;26;7,3;0,3;6,6;3,2;9,8;0;16,8;150;;72,66;
01-01-2023 05:876;17;4;1,1;1,3;100;5,3;0,3;8,4;4,7;13,1;0;17,4;55;;68,56;
01-01-2023 01:877;20;8;1,1;1,3;124;3,8;0,4;11,1;6,4;17,6;0;15,4;8;;71,85;
01-01-2023 02:877;18;10;1;1,6;190;4,5;0,3;7,3;5,9;13,2;0;14,5;0;;75,9;
01-01-2023 03:877;8;8;1,2;0,7;121;4,2;0,3;8,8;6,3;15;0;14,5;0;;75,72;
01-01-2023 04:877;11;8;1,1;0;132;4,3;0,3;9,7;7,1;16,9;0;14,3;0;;75,05;
01-01-2023 05:877;26;8;0,7;0;304;1;0,5;15,3;8,5;23,8;0;13;0;;78,2;
01-01-2023 01:878;17;8;0,5;0;310;0,3;0,6;34,2;8,9;43,1;0;12,2;0;;82,2;
01-01-2023 02:878;26;15;0,7;0;305;0,3;0,5;27,4;6,7;34,1;0;11,7;0;;83,11;
01-01-2023 03:878;23;11;0,3;0;293;0,3;0,9;70;4,8;74,8;0;11,2;0;;83,95;
01-01-2023 04:878;36;10;0,4;0;329;0,2;0,8;81,4;3,9;85,3;0;11,1;0;;84,71;
01-01-2023 05:878;26;13;0,3;0;317;0,2;0,5;46,5;2,5;49;0;10,6;0;;84,42;
01-01-2023 01:879;23;7;0,3;0;268;0,3;0,5;39;3,7;42,7;0;10,6;0;;85,02;
01-01-2023 02:879;17;9;0,5;0;337;0,3;0,4;24,4;3,8;28,2;0;10,3;0;;85,16;
01-01-2023 03:879;18;9;0,8;0;332;0,3;0,5;45,1;4,3;49,4;0;10,8;0;;85,98;
01-01-2023 04:879;23;12;1,2;0;348;0,9;0,3;15,3;4,9;20,2;0;11,3;24;;86,18;
01-01-2023 05:879;37;13;0,8;0;311;2,2;0,3;25,6;5,3;30,9;0;14,3;161;;83,47;
01-01-2023 01:880;46;32;0,9;0;329;4,8;0,4;23,2;5,5;28,7;0;18,1;387;;70,06;
01-01-2023 02:880;33;23;1,7;0;329;10,5;0,3;7,7;4,2;12;0;19,2;515;;61,02;
01-01-2023 03:880;25;21;1,3;0;334;13,3;0,2;4,1;2,6;6,6;0;21,3;456;;52,2;
01-01-2023 04:880;26;13;1,5;0;88;11,8;0,2;4,4;2,9;7,3;0;19,9;199;;53,51;
01-01-2023 05:880;15;7;2;0;111;10,9;0,2;3,5;1;4,5;0;20,9;277;;50,2;
01-01-2023 01:881;12;6;2;0;117;10,8;0,2;2,4;0;2,3;0;22,2;482;;46,97;
01-01-2023 02:881;9;4;1,7;0,4;214;13,3;0,2;1,8;2,7;4,5;0;18,6;161;;58,78;
01-01-2023 03:881;23;12;2,4;0,5;267;20,8;0,2;1,1;2,1;3,2;0;16,7;187;;70,78;
01-01-2023 04:881;18;9;2;0,2;256;22,1;0,2;0,9;2,1;3,1;0;17,4;156;;69,07;
01-01-2023 05:881;19;8;1,3;0,1;223;16,4;0,2;0,5;5,1;5,6;0;15,4;8;;73,89;
01-01-2023 01:882;22;10;0,6;0;261;10,1;0,3;0,8;7,7;8,5;0;14,8;0;;78,03;
01-01-2023 02:882;21;14;0,6;0;320;4,9;0,6;14,7;9,7;24,4;0;13,5;0;;81,12;
01-01-2023 03:882;21;20;0,5;0;343;0,3;1;42,7;11,4;54;0;13,2;0;;83,36;
01-01-2023 04:882;32;17;0,5;0;303;0,3;0,9;39,1;8,7;47,8;0;13,4;0;;83,45;
01-01-2023 05:882;32;15;0,5;0,1;268;0,2;0,9;42,9;8,6;51,5;0;13,8;0;;83,36;
01-01-2023 01:883;24;15;0,4;0;291;0,3;0,8;34;7,8;41,8;0;13,8;0;;82,76;
01-01-2023 02:883;23;13;0,5;0;6;0,3;0,8;56,4;7,3;63,6;0;13,2;0;;82,13;
01-01-2023 03:883;26;16;0,5;0;337;0,2;0,8;75,3;5,7;81,1;0;12,7;0;;82,54;
01-01-2023 04:883;26;10;0,3;0;300;0,3;0,7;92,1;6,3;98,5;0;12,1;0;;82,41;
01-01-2023 05:883;30;14;0,5;0;305;0,2;0,6;90,1;5,7;95,8;0;11,6;0;;84,1;
01-01-2023 01:884;26;16;0,4;0;287;0,3;0,5;92,1;6,4;98,5;0;12;0;;85,02;
01-01-2023 02:884;23;12;0,6;0;338;0,3;0,7;129,6;9,5;139,1;0;12,1;0;;84,7;
01-01-2023 03:884;38;13;0,5;0,3;343;0,3;0,9;112,5;8,8;121,3;0;12,4;3;;84,9;
01-01-2023 04:884;36;25;1;0,2;326;0,7;0,8;84,4;9,3;93,7;0;13,5;73;;84,85;
01-01-2023 05:884;20;13;0,9;0,2;340;2,1;0,4;30,4;8,9;39,3;0;15,2;125;;78,63;
01-01-2023 01:885;20;16;0,6;0,1;241;3,2;0,4;26,8;10;36,8;0;16,8;158;;71,74;
01-01-2023 02:885;22;14;1,6;0;330;10,1;0,2;7,5;4,7;12,3;0;18,1;274;;62,91;
01-01-2023 03:885;25;9;2,1;0;323;15,5;0,2;5,1;2,7;7,8;0;19,8;453;;56,19;
01-01-2023 04:885;23;7;1,7;0;306;20,7;0,1;2,6;2,3;4,9;0;20,9;278;;48,19;
01-01-2023 05:885;18;6;1,4;0;118;19,7;0,1;3,3;3,2;6,5;0;22,4;404;;43,53;
01-01-2023 01:886;10;5;1,8;0;88;17,8;0,1;4,4;2,8;7,2;0;23,1;426;;40,7;
01-01-2023 02:886;12;6;1,5;0;124;16,2;0,1;4,3;3,5;7,8;0;21,7;196;;41,66;
01-01-2023 03:886;14;6;2,3;0;51;15,8;0,2;6,9;5,3;12,2;0;22,6;238;;38,85;
01-01-2023 04:886;17;3;1,6;0;89;12,5;0,2;6,2;6,7;12,9;0;21,7;80;;44,72;
01-01-2023 05:886;10;8;1;0;206;5,6;0,3;8,1;11,6;19,7;0;16,7;0;;57,96;
01-01-2023 01:887;27;17;1,2;0;258;7,5;0,3;6,3;11,1;17,3;0;14,8;0;;71,29;
01-01-2023 02:887;26;13;0,7;0;0;2;0,5;31,4;14,6;45,9;0;13,5;0;;75,02;
01-01-2023 03:887;36;18;0,6;0;337;0,3;1;95,8;17,1;112,8;0;12,5;0;;79,6;
01-01-2023 04:887;49;24;0,7;0;299;0,3;0,6;49,8;13,5;63,2;0;12,3;0;;81,85;
01-01-2023 05:887;23;18;0,8;0;110;1,6;0,6;55,7;13,6;69,2;0;11,9;0;;82,22;
01-01-2023 01:888;34;12;0,8;0;301;0,8;0,4;23,2;12,5;35,7;0;11,8;0;;81,01;
01-01-2023 02:888;20;14;0,8;0;289;0,2;0,4;32,5;12,2;44,6;0;11,7;0;;83,07;
